dataset;level;method;cls;nr_events;metric;score
bpic2011_f3;50;all_embeddings;LSTM;1;-1;auc;0.8345689655172415
bpic2011_f3;50;all_embeddings;LSTM;2;-1;auc;0.8128585739003733
bpic2011_f3;50;all_embeddings;LSTM;3;-1;auc;0.7819518170681911
bpic2011_f3;50;all_embeddings;LSTM;4;-1;auc;0.7659291564727156
bpic2011_f3;50;all_embeddings;LSTM;5;-1;auc;0.76373191681736
bpic2011_f3;50;all_embeddings;LSTM;6;-1;auc;0.7569620253164557
bpic2011_f3;50;all_embeddings;LSTM;7;-1;auc;0.752190847127556
bpic2011_f3;50;all_embeddings;LSTM;8;-1;auc;0.7274094498057401
bpic2011_f3;50;all_embeddings;LSTM;9;-1;auc;0.7912645694949241
bpic2011_f3;50;all_embeddings;LSTM;10;-1;auc;0.8794335129715504
bpic2011_f3;50;all_embeddings;LSTM;11;-1;auc;0.9028257256105358
bpic2011_f3;50;all_embeddings;LSTM;12;-1;auc;0.8473341004986574
bpic2011_f3;50;all_embeddings;LSTM;13;-1;auc;0.7648638281549673
bpic2011_f3;50;all_embeddings;LSTM;14;-1;auc;0.7277828526686676
bpic2011_f3;50;all_embeddings;LSTM;15;-1;auc;0.7296098133890122
bpic2011_f3;50;all_embeddings;LSTM;16;-1;auc;0.7466957441184245
bpic2011_f3;50;all_embeddings;LSTM;17;-1;auc;0.7371134020618556
bpic2011_f3;50;all_embeddings;LSTM;18;-1;auc;0.7030134813639969
bpic2011_f3;50;all_embeddings;LSTM;19;-1;auc;0.6850328947368421
bpic2011_f3;50;all_embeddings;LSTM;20;-1;auc;0.7191722972972973
bpic2011_f3;50;all_embeddings;LSTM;21;-1;auc;0.731280193236715
bpic2011_f3;50;all_embeddings;LSTM;22;-1;auc;0.7629186602870813
bpic2011_f3;50;all_embeddings;LSTM;23;-1;auc;0.7560640732265447
bpic2011_f3;50;all_embeddings;LSTM;24;-1;auc;0.795417348608838
bpic2011_f3;50;all_embeddings;LSTM;25;-1;auc;0.8670212765957446
bpic2011_f3;50;all_embeddings;LSTM;26;-1;auc;0.8115501519756838
bpic2011_f3;50;all_embeddings;LSTM;27;-1;auc;0.8055555555555556
bpic2011_f3;50;all_embeddings;LSTM;28;-1;auc;0.7677902621722846
bpic2011_f3;50;all_embeddings;LSTM;29;-1;auc;0.7931818181818182
bpic2011_f3;50;all_embeddings;LSTM;30;-1;auc;0.8011363636363636
bpic2011_f3;50;all_embeddings;LSTM;31;-1;auc;0.6970588235294118
bpic2011_f3;50;all_embeddings;LSTM;-1;auc;0.7735479038357654
