dataset;level;method;cls;nr_events;metric;score
bpic2011_f3;50;all_embeddings;LSTM;1;-1;auc;0.7981034482758621
bpic2011_f3;50;all_embeddings;LSTM;2;-1;auc;0.7309898916309989
bpic2011_f3;50;all_embeddings;LSTM;3;-1;auc;0.7098815843201306
bpic2011_f3;50;all_embeddings;LSTM;4;-1;auc;0.7167322625252632
bpic2011_f3;50;all_embeddings;LSTM;5;-1;auc;0.6811708860759493
bpic2011_f3;50;all_embeddings;LSTM;6;-1;auc;0.6846292947558772
bpic2011_f3;50;all_embeddings;LSTM;7;-1;auc;0.6696689386562805
bpic2011_f3;50;all_embeddings;LSTM;8;-1;auc;0.6221330993858879
bpic2011_f3;50;all_embeddings;LSTM;9;-1;auc;0.6600451184358942
bpic2011_f3;50;all_embeddings;LSTM;10;-1;auc;0.7715252537912018
bpic2011_f3;50;all_embeddings;LSTM;11;-1;auc;0.7596215317734305
bpic2011_f3;50;all_embeddings;LSTM;12;-1;auc;0.6896816263904871
bpic2011_f3;50;all_embeddings;LSTM;13;-1;auc;0.4661168648510421
bpic2011_f3;50;all_embeddings;LSTM;14;-1;auc;0.3473182826569229
bpic2011_f3;50;all_embeddings;LSTM;15;-1;auc;0.4108051676888947
bpic2011_f3;50;all_embeddings;LSTM;16;-1;auc;0.5241871530531325
bpic2011_f3;50;all_embeddings;LSTM;17;-1;auc;0.6449907480835315
bpic2011_f3;50;all_embeddings;LSTM;18;-1;auc;0.710679355009252
bpic2011_f3;50;all_embeddings;LSTM;19;-1;auc;0.6945586622807017
bpic2011_f3;50;all_embeddings;LSTM;20;-1;auc;0.6929194819819819
bpic2011_f3;50;all_embeddings;LSTM;21;-1;auc;0.7074275362318839
bpic2011_f3;50;all_embeddings;LSTM;22;-1;auc;0.7153110047846891
bpic2011_f3;50;all_embeddings;LSTM;23;-1;auc;0.7221967963386727
bpic2011_f3;50;all_embeddings;LSTM;24;-1;auc;0.7381342062193126
bpic2011_f3;50;all_embeddings;LSTM;25;-1;auc;0.8191489361702127
bpic2011_f3;50;all_embeddings;LSTM;26;-1;auc;0.8024316109422491
bpic2011_f3;50;all_embeddings;LSTM;27;-1;auc;0.7518518518518518
bpic2011_f3;50;all_embeddings;LSTM;28;-1;auc;0.7490636704119851
bpic2011_f3;50;all_embeddings;LSTM;29;-1;auc;0.7204545454545455
bpic2011_f3;50;all_embeddings;LSTM;30;-1;auc;0.48295454545454547
bpic2011_f3;50;all_embeddings;LSTM;31;-1;auc;0.7323529411764705
bpic2011_f3;50;all_embeddings;LSTM;-1;auc;0.6875759284202878
