dataset;method;cls;nr_events;metric;score
bpic2015_3_f2;all_agg;XGB;1;-1;auc;0.6533788344708616
bpic2015_3_f2;all_agg;XGB;2;-1;auc;0.6364659116477912
bpic2015_3_f2;all_agg;XGB;3;-1;auc;0.6481287032175804
bpic2015_3_f2;all_agg;XGB;4;-1;auc;0.6431410785269631
bpic2015_3_f2;all_agg;XGB;5;-1;auc;0.6721866910309121
bpic2015_3_f2;all_agg;XGB;6;-1;auc;0.6951331496786044
bpic2015_3_f2;all_agg;XGB;7;-1;auc;0.7718427934163974
bpic2015_3_f2;all_agg;XGB;8;-1;auc;0.7818570318570318
bpic2015_3_f2;all_agg;XGB;9;-1;auc;0.7696192696192696
bpic2015_3_f2;all_agg;XGB;10;-1;auc;0.7775695095282725
bpic2015_3_f2;all_agg;XGB;11;-1;auc;0.831151832460733
bpic2015_3_f2;all_agg;XGB;12;-1;auc;0.8765270506108203
bpic2015_3_f2;all_agg;XGB;13;-1;auc;0.9041329525622719
bpic2015_3_f2;all_agg;XGB;14;-1;auc;0.9665869218500798
bpic2015_3_f2;all_agg;XGB;15;-1;auc;0.9893378226711559
bpic2015_3_f2;all_agg;XGB;16;-1;auc;0.696007696007696
bpic2015_3_f2;all_agg;XGB;17;-1;auc;0.7038239538239538
bpic2015_3_f2;all_agg;XGB;18;-1;auc;0.9811608144941478
bpic2015_3_f2;all_agg;XGB;19;-1;auc;0.9846079846079846
bpic2015_3_f2;all_agg;XGB;20;-1;auc;0.9664502164502163
bpic2015_3_f2;all_agg;XGB;21;-1;auc;0.9664329464861381
bpic2015_3_f2;all_agg;XGB;22;-1;auc;0.9815441650548035
bpic2015_3_f2;all_agg;XGB;23;-1;auc;0.9816885431858693
bpic2015_3_f2;all_agg;XGB;24;-1;auc;0.9808763308763309
bpic2015_3_f2;all_agg;XGB;25;-1;auc;0.9808528428093646
bpic2015_3_f2;all_agg;XGB;26;-1;auc;0.9775919732441473
bpic2015_3_f2;all_agg;XGB;27;-1;auc;0.9777217318200926
bpic2015_3_f2;all_agg;XGB;28;-1;auc;0.9776297814207652
bpic2015_3_f2;all_agg;XGB;29;-1;auc;0.9776216497527972
bpic2015_3_f2;all_agg;XGB;30;-1;auc;0.9776731205302633
bpic2015_3_f2;all_agg;XGB;31;-1;auc;0.9775497676050161
bpic2015_3_f2;all_agg;XGB;32;-1;auc;0.9775132275132276
bpic2015_3_f2;all_agg;XGB;33;-1;auc;0.9767592592592591
bpic2015_3_f2;all_agg;XGB;34;-1;auc;0.9769444444444444
bpic2015_3_f2;all_agg;XGB;35;-1;auc;0.9767592592592592
bpic2015_3_f2;all_agg;XGB;36;-1;auc;0.9769444444444444
bpic2015_3_f2;all_agg;XGB;37;-1;auc;0.9769005847953215
bpic2015_3_f2;all_agg;XGB;38;-1;auc;0.9763691683569977
bpic2015_3_f2;all_agg;XGB;39;-1;auc;0.9762405382674515
bpic2015_3_f2;all_agg;XGB;40;-1;auc;0.9764507989907484
bpic2015_3_f2;all_agg;XGB;-1;auc;0.9346184086693197
