dataset;method;cls;nr_events;metric;score
bpic2011_f3;all_agg;XGB;1;-1;auc;0.8468965517241379
bpic2011_f3;all_agg;XGB;2;-1;auc;0.8450960750387033
bpic2011_f3;all_agg;XGB;3;-1;auc;0.833299305839118
bpic2011_f3;all_agg;XGB;4;-1;auc;0.8246995000531858
bpic2011_f3;all_agg;XGB;5;-1;auc;0.8218806509945751
bpic2011_f3;all_agg;XGB;6;-1;auc;0.805304400241109
bpic2011_f3;all_agg;XGB;7;-1;auc;0.8029454722492697
bpic2011_f3;all_agg;XGB;8;-1;auc;0.8274219827045995
bpic2011_f3;all_agg;XGB;9;-1;auc;0.9031206918160171
bpic2011_f3;all_agg;XGB;10;-1;auc;0.9535029452312319
bpic2011_f3;all_agg;XGB;11;-1;auc;0.969313387034906
bpic2011_f3;all_agg;XGB;12;-1;auc;0.9716148830072882
bpic2011_f3;all_agg;XGB;13;-1;auc;0.975962153177343
bpic2011_f3;all_agg;XGB;14;-1;auc;0.981338901213624
bpic2011_f3;all_agg;XGB;15;-1;auc;0.9814693984079342
bpic2011_f3;all_agg;XGB;16;-1;auc;0.9809674861221253
bpic2011_f3;all_agg;XGB;17;-1;auc;0.9804388051810732
bpic2011_f3;all_agg;XGB;18;-1;auc;0.9805709754163362
bpic2011_f3;all_agg;XGB;19;-1;auc;0.9819078947368421
bpic2011_f3;all_agg;XGB;20;-1;auc;0.9836711711711712
bpic2011_f3;all_agg;XGB;21;-1;auc;0.9849033816425121
bpic2011_f3;all_agg;XGB;22;-1;auc;0.9846889952153111
bpic2011_f3;all_agg;XGB;23;-1;auc;0.9807780320366133
bpic2011_f3;all_agg;XGB;24;-1;auc;0.9762684124386252
bpic2011_f3;all_agg;XGB;25;-1;auc;0.9694148936170213
bpic2011_f3;all_agg;XGB;26;-1;auc;0.9726443768996961
bpic2011_f3;all_agg;XGB;27;-1;auc;0.9685185185185186
bpic2011_f3;all_agg;XGB;28;-1;auc;0.9700374531835206
bpic2011_f3;all_agg;XGB;29;-1;auc;0.9659090909090909
bpic2011_f3;all_agg;XGB;30;-1;auc;0.9744318181818182
bpic2011_f3;all_agg;XGB;31;-1;auc;0.9735294117647058
bpic2011_f3;all_agg;XGB;-1;auc;0.9319211380548571
