dataset;method;cls;nr_events;metric;score
bpic2011_f3;all_agg;XGB;1;-1;auc;0.7366379310344827
bpic2011_f3;all_agg;XGB;2;-1;auc;0.7460158455514069
bpic2011_f3;all_agg;XGB;3;-1;auc;0.7115149040424662
bpic2011_f3;all_agg;XGB;4;-1;auc;0.6680140410594617
bpic2011_f3;all_agg;XGB;5;-1;auc;0.6516726943942133
bpic2011_f3;all_agg;XGB;6;-1;auc;0.6320675105485232
bpic2011_f3;all_agg;XGB;7;-1;auc;0.62682570593963
bpic2011_f3;all_agg;XGB;8;-1;auc;0.6740193006642436
bpic2011_f3;all_agg;XGB;9;-1;auc;0.7787943351297155
bpic2011_f3;all_agg;XGB;10;-1;auc;0.8360696829176587
bpic2011_f3;all_agg;XGB;11;-1;auc;0.8564122235008312
bpic2011_f3;all_agg;XGB;12;-1;auc;0.8637002940800409
bpic2011_f3;all_agg;XGB;13;-1;auc;0.8624216852064953
bpic2011_f3;all_agg;XGB;14;-1;auc;0.8586715385619208
bpic2011_f3;all_agg;XGB;15;-1;auc;0.8495367349601983
bpic2011_f3;all_agg;XGB;16;-1;auc;0.8468146973301612
bpic2011_f3;all_agg;XGB;17;-1;auc;0.844832143801216
bpic2011_f3;all_agg;XGB;18;-1;auc;0.8394131641554322
bpic2011_f3;all_agg;XGB;19;-1;auc;0.8432017543859651
bpic2011_f3;all_agg;XGB;20;-1;auc;0.838963963963964
bpic2011_f3;all_agg;XGB;21;-1;auc;0.8377113526570048
bpic2011_f3;all_agg;XGB;22;-1;auc;0.8382775119617224
bpic2011_f3;all_agg;XGB;23;-1;auc;0.8196796338672768
bpic2011_f3;all_agg;XGB;24;-1;auc;0.7446808510638298
bpic2011_f3;all_agg;XGB;25;-1;auc;0.6515957446808511
bpic2011_f3;all_agg;XGB;26;-1;auc;0.7158054711246201
bpic2011_f3;all_agg;XGB;27;-1;auc;0.65
bpic2011_f3;all_agg;XGB;28;-1;auc;0.6797752808988764
bpic2011_f3;all_agg;XGB;29;-1;auc;0.6340909090909091
bpic2011_f3;all_agg;XGB;30;-1;auc;0.5823863636363636
bpic2011_f3;all_agg;XGB;31;-1;auc;0.5852941176470587
bpic2011_f3;all_agg;XGB;-1;auc;0.8031000842504927
