dataset;method;cls;nr_events;metric;score
bpic2011_f1;all_agg;XGB;1;-1;auc;0.783439981497186
bpic2011_f1;all_agg;XGB;2;-1;auc;0.8008078568034215
bpic2011_f1;all_agg;XGB;3;-1;auc;0.7925919574723483
bpic2011_f1;all_agg;XGB;4;-1;auc;0.7849568655643422
bpic2011_f1;all_agg;XGB;5;-1;auc;0.7784665267976348
bpic2011_f1;all_agg;XGB;6;-1;auc;0.7689963429500204
bpic2011_f1;all_agg;XGB;7;-1;auc;0.793785890073831
bpic2011_f1;all_agg;XGB;8;-1;auc;0.8495807127882601
bpic2011_f1;all_agg;XGB;9;-1;auc;0.9021164021164021
bpic2011_f1;all_agg;XGB;10;-1;auc;0.9172486772486773
bpic2011_f1;all_agg;XGB;11;-1;auc;0.9269480519480521
bpic2011_f1;all_agg;XGB;12;-1;auc;0.9292207792207792
bpic2011_f1;all_agg;XGB;13;-1;auc;0.9312534209085934
bpic2011_f1;all_agg;XGB;14;-1;auc;0.9394241417497232
bpic2011_f1;all_agg;XGB;15;-1;auc;0.9383167220376523
bpic2011_f1;all_agg;XGB;16;-1;auc;0.9410852713178295
bpic2011_f1;all_agg;XGB;17;-1;auc;0.9414132379248658
bpic2011_f1;all_agg;XGB;18;-1;auc;0.9433139534883722
bpic2011_f1;all_agg;XGB;19;-1;auc;0.942420814479638
bpic2011_f1;all_agg;XGB;20;-1;auc;0.9439446366782007
bpic2011_f1;all_agg;XGB;21;-1;auc;0.9448235294117647
bpic2011_f1;all_agg;XGB;22;-1;auc;0.9507518796992481
bpic2011_f1;all_agg;XGB;23;-1;auc;0.9495341614906833
bpic2011_f1;all_agg;XGB;24;-1;auc;0.9616104868913857
bpic2011_f1;all_agg;XGB;25;-1;auc;0.9555667337357479
bpic2011_f1;all_agg;XGB;26;-1;auc;0.9516666666666667
bpic2011_f1;all_agg;XGB;27;-1;auc;0.9314499376817615
bpic2011_f1;all_agg;XGB;28;-1;auc;0.9308943089430894
bpic2011_f1;all_agg;XGB;29;-1;auc;0.9228395061728395
bpic2011_f1;all_agg;XGB;30;-1;auc;0.9023569023569022
bpic2011_f1;all_agg;XGB;31;-1;auc;0.8987499999999999
bpic2011_f1;all_agg;XGB;32;-1;auc;0.9090909090909091
bpic2011_f1;all_agg;XGB;33;-1;auc;0.9336219336219336
bpic2011_f1;all_agg;XGB;34;-1;auc;0.9266917293233083
bpic2011_f1;all_agg;XGB;35;-1;auc;0.9184210526315789
bpic2011_f1;all_agg;XGB;36;-1;auc;0.9135135135135135
bpic2011_f1;all_agg;XGB;-1;auc;0.9109497080785872
