dataset;method;cls;nr_events;metric;score
bpic2015_2_f2;all_agg;XGB;1;-1;auc;0.7864615384615385
bpic2015_2_f2;all_agg;XGB;2;-1;auc;0.77312
bpic2015_2_f2;all_agg;XGB;3;-1;auc;0.76224
bpic2015_2_f2;all_agg;XGB;4;-1;auc;0.7807999999999999
bpic2015_2_f2;all_agg;XGB;5;-1;auc;0.7824
bpic2015_2_f2;all_agg;XGB;6;-1;auc;0.77184
bpic2015_2_f2;all_agg;XGB;7;-1;auc;0.76832
bpic2015_2_f2;all_agg;XGB;8;-1;auc;0.7732258064516129
bpic2015_2_f2;all_agg;XGB;9;-1;auc;0.7609677419354839
bpic2015_2_f2;all_agg;XGB;10;-1;auc;0.7616129032258064
bpic2015_2_f2;all_agg;XGB;11;-1;auc;0.7641935483870967
bpic2015_2_f2;all_agg;XGB;12;-1;auc;0.7563934426229508
bpic2015_2_f2;all_agg;XGB;13;-1;auc;0.7629752066115703
bpic2015_2_f2;all_agg;XGB;14;-1;auc;0.8429752066115703
bpic2015_2_f2;all_agg;XGB;15;-1;auc;0.8866115702479339
bpic2015_2_f2;all_agg;XGB;16;-1;auc;0.9352066115702479
bpic2015_2_f2;all_agg;XGB;17;-1;auc;0.95900826446281
bpic2015_2_f2;all_agg;XGB;18;-1;auc;0.9765289256198348
bpic2015_2_f2;all_agg;XGB;19;-1;auc;0.9893333333333333
bpic2015_2_f2;all_agg;XGB;20;-1;auc;0.990625
bpic2015_2_f2;all_agg;XGB;21;-1;auc;0.9923913043478261
bpic2015_2_f2;all_agg;XGB;22;-1;auc;0.9934234563390575
bpic2015_2_f2;all_agg;XGB;23;-1;auc;0.9948849104859335
bpic2015_2_f2;all_agg;XGB;24;-1;auc;0.9967117281695287
bpic2015_2_f2;all_agg;XGB;25;-1;auc;0.9974424552429667
bpic2015_2_f2;all_agg;XGB;26;-1;auc;0.9978078187796857
bpic2015_2_f2;all_agg;XGB;27;-1;auc;0.9985385458531238
bpic2015_2_f2;all_agg;XGB;28;-1;auc;0.9985385458531238
bpic2015_2_f2;all_agg;XGB;29;-1;auc;0.9992692729265619
bpic2015_2_f2;all_agg;XGB;30;-1;auc;0.9992692729265619
bpic2015_2_f2;all_agg;XGB;31;-1;auc;0.9992692729265619
bpic2015_2_f2;all_agg;XGB;32;-1;auc;0.9988946204863669
bpic2015_2_f2;all_agg;XGB;33;-1;auc;0.9988946204863669
bpic2015_2_f2;all_agg;XGB;34;-1;auc;0.9996315401621223
bpic2015_2_f2;all_agg;XGB;35;-1;auc;1.0
bpic2015_2_f2;all_agg;XGB;36;-1;auc;1.0
bpic2015_2_f2;all_agg;XGB;37;-1;auc;1.0
bpic2015_2_f2;all_agg;XGB;38;-1;auc;1.0
bpic2015_2_f2;all_agg;XGB;39;-1;auc;1.0
bpic2015_2_f2;all_agg;XGB;40;-1;auc;1.0
bpic2015_2_f2;all_agg;XGB;-1;auc;0.9499798837448992
