dataset;method;cls;nr_events;metric;score
bpic2015_3_f2;all_agg;XGB;1;-1;auc;0.6206780169504238
bpic2015_3_f2;all_agg;XGB;2;-1;auc;0.6396534913372834
bpic2015_3_f2;all_agg;XGB;3;-1;auc;0.6371784294607366
bpic2015_3_f2;all_agg;XGB;4;-1;auc;0.6389784744618616
bpic2015_3_f2;all_agg;XGB;5;-1;auc;0.6517054971828842
bpic2015_3_f2;all_agg;XGB;6;-1;auc;0.6305096418732783
bpic2015_3_f2;all_agg;XGB;7;-1;auc;0.6345177664974619
bpic2015_3_f2;all_agg;XGB;8;-1;auc;0.6264180264180264
bpic2015_3_f2;all_agg;XGB;9;-1;auc;0.6480574980574981
bpic2015_3_f2;all_agg;XGB;10;-1;auc;0.6571383942517962
bpic2015_3_f2;all_agg;XGB;11;-1;auc;0.6634935744883388
bpic2015_3_f2;all_agg;XGB;12;-1;auc;0.6957797874028241
bpic2015_3_f2;all_agg;XGB;13;-1;auc;0.7405203871172457
bpic2015_3_f2;all_agg;XGB;14;-1;auc;0.805103668261563
bpic2015_3_f2;all_agg;XGB;15;-1;auc;0.9805996472663139
bpic2015_3_f2;all_agg;XGB;16;-1;auc;0.9826438993105658
bpic2015_3_f2;all_agg;XGB;17;-1;auc;0.984848484848485
bpic2015_3_f2;all_agg;XGB;18;-1;auc;0.9840468173801507
bpic2015_3_f2;all_agg;XGB;19;-1;auc;0.9919031585698252
bpic2015_3_f2;all_agg;XGB;20;-1;auc;0.9937469937469938
bpic2015_3_f2;all_agg;XGB;21;-1;auc;0.9936331399097357
bpic2015_3_f2;all_agg;XGB;22;-1;auc;0.9939555125725339
bpic2015_3_f2;all_agg;XGB;23;-1;auc;0.9913304164641064
bpic2015_3_f2;all_agg;XGB;24;-1;auc;0.9883292383292384
bpic2015_3_f2;all_agg;XGB;25;-1;auc;0.9879598662207358
bpic2015_3_f2;all_agg;XGB;26;-1;auc;0.9880434782608696
bpic2015_3_f2;all_agg;XGB;27;-1;auc;0.9933585540142919
bpic2015_3_f2;all_agg;XGB;28;-1;auc;0.9908213797814209
bpic2015_3_f2;all_agg;XGB;29;-1;auc;0.9933211900425016
bpic2015_3_f2;all_agg;XGB;30;-1;auc;0.9937205651491365
bpic2015_3_f2;all_agg;XGB;31;-1;auc;0.9936858721389108
bpic2015_3_f2;all_agg;XGB;32;-1;auc;0.9937389770723104
bpic2015_3_f2;all_agg;XGB;33;-1;auc;0.9938888888888888
bpic2015_3_f2;all_agg;XGB;34;-1;auc;0.9937962962962963
bpic2015_3_f2;all_agg;XGB;35;-1;auc;0.9938888888888889
bpic2015_3_f2;all_agg;XGB;36;-1;auc;0.9937037037037038
bpic2015_3_f2;all_agg;XGB;37;-1;auc;0.9923976608187134
bpic2015_3_f2;all_agg;XGB;38;-1;auc;0.9953853955375254
bpic2015_3_f2;all_agg;XGB;39;-1;auc;0.9955319596299411
bpic2015_3_f2;all_agg;XGB;40;-1;auc;0.9953216989066442
bpic2015_3_f2;all_agg;XGB;-1;auc;0.930631297240034
