dataset;method;cls;nr_events;metric;score
bpic2011_f1;all_agg;XGB;1;-1;auc;0.710739341608203
bpic2011_f1;all_agg;XGB;2;-1;auc;0.7437034690321559
bpic2011_f1;all_agg;XGB;3;-1;auc;0.7534939552430764
bpic2011_f1;all_agg;XGB;4;-1;auc;0.7526060388209921
bpic2011_f1;all_agg;XGB;5;-1;auc;0.7465191684150295
bpic2011_f1;all_agg;XGB;6;-1;auc;0.7294798862251117
bpic2011_f1;all_agg;XGB;7;-1;auc;0.7308244462674324
bpic2011_f1;all_agg;XGB;8;-1;auc;0.7329140461215933
bpic2011_f1;all_agg;XGB;9;-1;auc;0.7479365079365079
bpic2011_f1;all_agg;XGB;10;-1;auc;0.7643386243386243
bpic2011_f1;all_agg;XGB;11;-1;auc;0.7850649350649351
bpic2011_f1;all_agg;XGB;12;-1;auc;0.7851731601731601
bpic2011_f1;all_agg;XGB;13;-1;auc;0.7865353037766831
bpic2011_f1;all_agg;XGB;14;-1;auc;0.7881506090808416
bpic2011_f1;all_agg;XGB;15;-1;auc;0.784828349944629
bpic2011_f1;all_agg;XGB;16;-1;auc;0.7909191583610189
bpic2011_f1;all_agg;XGB;17;-1;auc;0.793381037567084
bpic2011_f1;all_agg;XGB;18;-1;auc;0.7989713774597496
bpic2011_f1;all_agg;XGB;19;-1;auc;0.8003393665158371
bpic2011_f1;all_agg;XGB;20;-1;auc;0.8006920415224913
bpic2011_f1;all_agg;XGB;21;-1;auc;0.8007058823529413
bpic2011_f1;all_agg;XGB;22;-1;auc;0.8010025062656643
bpic2011_f1;all_agg;XGB;23;-1;auc;0.7978778467908904
bpic2011_f1;all_agg;XGB;24;-1;auc;0.8088550026752274
bpic2011_f1;all_agg;XGB;25;-1;auc;0.8023138832997988
bpic2011_f1;all_agg;XGB;26;-1;auc;0.7771428571428571
bpic2011_f1;all_agg;XGB;27;-1;auc;0.736186123805567
bpic2011_f1;all_agg;XGB;28;-1;auc;0.7378048780487805
bpic2011_f1;all_agg;XGB;29;-1;auc;0.7638888888888888
bpic2011_f1;all_agg;XGB;30;-1;auc;0.7744107744107744
bpic2011_f1;all_agg;XGB;31;-1;auc;0.815
bpic2011_f1;all_agg;XGB;32;-1;auc;0.8427128427128427
bpic2011_f1;all_agg;XGB;33;-1;auc;0.8556998556998557
bpic2011_f1;all_agg;XGB;34;-1;auc;0.8421052631578948
bpic2011_f1;all_agg;XGB;35;-1;auc;0.8578947368421053
bpic2011_f1;all_agg;XGB;36;-1;auc;0.8486486486486486
bpic2011_f1;all_agg;XGB;-1;auc;0.8010424207795918
