dataset;method;cls;nr_events;metric;score
bpic2015_1_f2;all_agg;XGB;1;-1;auc;0.6323450854700854
bpic2015_1_f2;all_agg;XGB;2;-1;auc;0.655448717948718
bpic2015_1_f2;all_agg;XGB;3;-1;auc;0.6551816239316239
bpic2015_1_f2;all_agg;XGB;4;-1;auc;0.6467760180995475
bpic2015_1_f2;all_agg;XGB;5;-1;auc;0.6583710407239819
bpic2015_1_f2;all_agg;XGB;6;-1;auc;0.6626131221719457
bpic2015_1_f2;all_agg;XGB;7;-1;auc;0.6643099547511313
bpic2015_1_f2;all_agg;XGB;8;-1;auc;0.6685520361990949
bpic2015_1_f2;all_agg;XGB;9;-1;auc;0.6586538461538461
bpic2015_1_f2;all_agg;XGB;10;-1;auc;0.668760708166762
bpic2015_1_f2;all_agg;XGB;11;-1;auc;0.6548442906574394
bpic2015_1_f2;all_agg;XGB;12;-1;auc;0.6811764705882354
bpic2015_1_f2;all_agg;XGB;13;-1;auc;0.7424242424242423
bpic2015_1_f2;all_agg;XGB;14;-1;auc;0.789424280350438
bpic2015_1_f2;all_agg;XGB;15;-1;auc;0.8593350383631715
bpic2015_1_f2;all_agg;XGB;16;-1;auc;0.9062702003878474
bpic2015_1_f2;all_agg;XGB;17;-1;auc;0.9127343244990304
bpic2015_1_f2;all_agg;XGB;18;-1;auc;0.9411764705882354
bpic2015_1_f2;all_agg;XGB;19;-1;auc;0.949197860962567
bpic2015_1_f2;all_agg;XGB;20;-1;auc;0.9665621734587252
bpic2015_1_f2;all_agg;XGB;21;-1;auc;0.97770811563915
bpic2015_1_f2;all_agg;XGB;22;-1;auc;0.9770114942528735
bpic2015_1_f2;all_agg;XGB;23;-1;auc;0.9843260188087775
bpic2015_1_f2;all_agg;XGB;24;-1;auc;0.9860675722744688
bpic2015_1_f2;all_agg;XGB;25;-1;auc;0.9916405433646812
bpic2015_1_f2;all_agg;XGB;26;-1;auc;0.9981831395348837
bpic2015_1_f2;all_agg;XGB;27;-1;auc;0.9981398809523809
bpic2015_1_f2;all_agg;XGB;28;-1;auc;0.9981174698795181
bpic2015_1_f2;all_agg;XGB;29;-1;auc;0.9981174698795181
bpic2015_1_f2;all_agg;XGB;30;-1;auc;0.9984939759036144
bpic2015_1_f2;all_agg;XGB;31;-1;auc;0.9988567073170731
bpic2015_1_f2;all_agg;XGB;32;-1;auc;0.9992187499999999
bpic2015_1_f2;all_agg;XGB;33;-1;auc;0.9995810640971933
bpic2015_1_f2;all_agg;XGB;34;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;35;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;36;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;37;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;38;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;39;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;40;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;-1;auc;0.9175938261029121
