dataset;method;cls;nr_events;metric;score
bpic2011_f1;all_agg;XGB;1;-1;auc;0.6719219798010948
bpic2011_f1;all_agg;XGB;2;-1;auc;0.6969348962458419
bpic2011_f1;all_agg;XGB;3;-1;auc;0.6826716968190002
bpic2011_f1;all_agg;XGB;4;-1;auc;0.6795021567217829
bpic2011_f1;all_agg;XGB;5;-1;auc;0.6770932672134273
bpic2011_f1;all_agg;XGB;6;-1;auc;0.6783319788703779
bpic2011_f1;all_agg;XGB;7;-1;auc;0.6872949138638228
bpic2011_f1;all_agg;XGB;8;-1;auc;0.7741090146750524
bpic2011_f1;all_agg;XGB;9;-1;auc;0.8143386243386244
bpic2011_f1;all_agg;XGB;10;-1;auc;0.8253968253968254
bpic2011_f1;all_agg;XGB;11;-1;auc;0.8382034632034633
bpic2011_f1;all_agg;XGB;12;-1;auc;0.8258116883116883
bpic2011_f1;all_agg;XGB;13;-1;auc;0.8229885057471265
bpic2011_f1;all_agg;XGB;14;-1;auc;0.8179401993355482
bpic2011_f1;all_agg;XGB;15;-1;auc;0.8161129568106313
bpic2011_f1;all_agg;XGB;16;-1;auc;0.8222591362126246
bpic2011_f1;all_agg;XGB;17;-1;auc;0.8172517889087656
bpic2011_f1;all_agg;XGB;18;-1;auc;0.8201587656529518
bpic2011_f1;all_agg;XGB;19;-1;auc;0.818552036199095
bpic2011_f1;all_agg;XGB;20;-1;auc;0.8148788927335641
bpic2011_f1;all_agg;XGB;21;-1;auc;0.8165882352941176
bpic2011_f1;all_agg;XGB;22;-1;auc;0.8213032581453633
bpic2011_f1;all_agg;XGB;23;-1;auc;0.822075569358178
bpic2011_f1;all_agg;XGB;24;-1;auc;0.8235687533440342
bpic2011_f1;all_agg;XGB;25;-1;auc;0.8404594232059021
bpic2011_f1;all_agg;XGB;26;-1;auc;0.8548809523809524
bpic2011_f1;all_agg;XGB;27;-1;auc;0.8923971749065226
bpic2011_f1;all_agg;XGB;28;-1;auc;0.8790650406504065
bpic2011_f1;all_agg;XGB;29;-1;auc;0.8773148148148149
bpic2011_f1;all_agg;XGB;30;-1;auc;0.8799102132435466
bpic2011_f1;all_agg;XGB;31;-1;auc;0.901875
bpic2011_f1;all_agg;XGB;32;-1;auc;0.922077922077922
bpic2011_f1;all_agg;XGB;33;-1;auc;0.935064935064935
bpic2011_f1;all_agg;XGB;34;-1;auc;0.9342105263157895
bpic2011_f1;all_agg;XGB;35;-1;auc;0.9342105263157895
bpic2011_f1;all_agg;XGB;36;-1;auc;0.9391891891891893
bpic2011_f1;all_agg;XGB;-1;auc;0.8004704157393154
