dataset;level;method;cls;nr_events;metric;score
bpic2015_5_f2;25;all_embeddings;LSTM;1;-1;auc;0.5796037296037296
bpic2015_5_f2;25;all_embeddings;LSTM;2;-1;auc;0.5143939393939394
bpic2015_5_f2;25;all_embeddings;LSTM;3;-1;auc;0.5263403263403263
bpic2015_5_f2;25;all_embeddings;LSTM;4;-1;auc;0.5167832167832168
bpic2015_5_f2;25;all_embeddings;LSTM;5;-1;auc;0.5114219114219114
bpic2015_5_f2;25;all_embeddings;LSTM;6;-1;auc;0.5118881118881118
bpic2015_5_f2;25;all_embeddings;LSTM;7;-1;auc;0.5103146853146854
bpic2015_5_f2;25;all_embeddings;LSTM;8;-1;auc;0.5279137529137529
bpic2015_5_f2;25;all_embeddings;LSTM;9;-1;auc;0.5406759906759907
bpic2015_5_f2;25;all_embeddings;LSTM;10;-1;auc;0.543049853372434
bpic2015_5_f2;25;all_embeddings;LSTM;11;-1;auc;0.5480519480519481
bpic2015_5_f2;25;all_embeddings;LSTM;12;-1;auc;0.5491978609625668
bpic2015_5_f2;25;all_embeddings;LSTM;13;-1;auc;0.5732691149909693
bpic2015_5_f2;25;all_embeddings;LSTM;14;-1;auc;0.589042745334136
bpic2015_5_f2;25;all_embeddings;LSTM;15;-1;auc;0.6095823095823096
bpic2015_5_f2;25;all_embeddings;LSTM;16;-1;auc;0.62997542997543
bpic2015_5_f2;25;all_embeddings;LSTM;17;-1;auc;0.6587507730364873
bpic2015_5_f2;25;all_embeddings;LSTM;18;-1;auc;0.6729763387297634
bpic2015_5_f2;25;all_embeddings;LSTM;19;-1;auc;0.7149439601494396
bpic2015_5_f2;25;all_embeddings;LSTM;20;-1;auc;0.7239498432601881
bpic2015_5_f2;25;all_embeddings;LSTM;21;-1;auc;0.7386683738796415
bpic2015_5_f2;25;all_embeddings;LSTM;22;-1;auc;0.7519019987105093
bpic2015_5_f2;25;all_embeddings;LSTM;23;-1;auc;0.7562217923920052
bpic2015_5_f2;25;all_embeddings;LSTM;24;-1;auc;0.7553836234687299
bpic2015_5_f2;25;all_embeddings;LSTM;25;-1;auc;0.763414960524555
bpic2015_5_f2;25;all_embeddings;LSTM;26;-1;auc;0.7669610598153351
bpic2015_5_f2;25;all_embeddings;LSTM;27;-1;auc;0.7719676549865229
bpic2015_5_f2;25;all_embeddings;LSTM;28;-1;auc;0.7681266846361186
bpic2015_5_f2;25;all_embeddings;LSTM;29;-1;auc;0.7721024258760107
bpic2015_5_f2;25;all_embeddings;LSTM;30;-1;auc;0.7749999999999999
bpic2015_5_f2;25;all_embeddings;LSTM;31;-1;auc;0.7712938005390835
bpic2015_5_f2;25;all_embeddings;LSTM;32;-1;auc;0.7739242568209583
bpic2015_5_f2;25;all_embeddings;LSTM;33;-1;auc;0.7772498981946518
bpic2015_5_f2;25;all_embeddings;LSTM;34;-1;auc;0.7765711958734899
bpic2015_5_f2;25;all_embeddings;LSTM;35;-1;auc;0.7823251942286349
bpic2015_5_f2;25;all_embeddings;LSTM;36;-1;auc;0.7758046614872364
bpic2015_5_f2;25;all_embeddings;LSTM;37;-1;auc;0.7795946890286513
bpic2015_5_f2;25;all_embeddings;LSTM;38;-1;auc;0.7874213836477988
bpic2015_5_f2;25;all_embeddings;LSTM;39;-1;auc;0.7825995807127883
bpic2015_5_f2;25;all_embeddings;LSTM;40;-1;auc;0.7885934819897085
bpic2015_5_f2;25;all_embeddings;LSTM;-1;auc;0.6847952302105053
