dataset;method;cls;nr_events;metric;score
bpic2011_f1;all_agg;XGB;1;-1;auc;0.8360188111942024
bpic2011_f1;all_agg;XGB;2;-1;auc;0.8515761127831459
bpic2011_f1;all_agg;XGB;3;-1;auc;0.8423647432050072
bpic2011_f1;all_agg;XGB;4;-1;auc;0.835549964054637
bpic2011_f1;all_agg;XGB;5;-1;auc;0.8317757009345794
bpic2011_f1;all_agg;XGB;6;-1;auc;0.8273059731816336
bpic2011_f1;all_agg;XGB;7;-1;auc;0.8469031993437244
bpic2011_f1;all_agg;XGB;8;-1;auc;0.9172955974842768
bpic2011_f1;all_agg;XGB;9;-1;auc;0.9429629629629629
bpic2011_f1;all_agg;XGB;10;-1;auc;0.9434920634920635
bpic2011_f1;all_agg;XGB;11;-1;auc;0.9544372294372294
bpic2011_f1;all_agg;XGB;12;-1;auc;0.9527056277056276
bpic2011_f1;all_agg;XGB;13;-1;auc;0.957799671592775
bpic2011_f1;all_agg;XGB;14;-1;auc;0.9623477297895903
bpic2011_f1;all_agg;XGB;15;-1;auc;0.9632336655592469
bpic2011_f1;all_agg;XGB;16;-1;auc;0.9674418604651163
bpic2011_f1;all_agg;XGB;17;-1;auc;0.9672406082289804
bpic2011_f1;all_agg;XGB;18;-1;auc;0.9723837209302325
bpic2011_f1;all_agg;XGB;19;-1;auc;0.9728506787330315
bpic2011_f1;all_agg;XGB;20;-1;auc;0.9735870818915802
bpic2011_f1;all_agg;XGB;21;-1;auc;0.9732941176470589
bpic2011_f1;all_agg;XGB;22;-1;auc;0.9734335839598998
bpic2011_f1;all_agg;XGB;23;-1;auc;0.9728260869565217
bpic2011_f1;all_agg;XGB;24;-1;auc;0.9777287319422152
bpic2011_f1;all_agg;XGB;25;-1;auc;0.9756874580818244
bpic2011_f1;all_agg;XGB;26;-1;auc;0.9780952380952381
bpic2011_f1;all_agg;XGB;27;-1;auc;0.9771499792272539
bpic2011_f1;all_agg;XGB;28;-1;auc;0.9735772357723578
bpic2011_f1;all_agg;XGB;29;-1;auc;0.9783950617283951
bpic2011_f1;all_agg;XGB;30;-1;auc;0.9797979797979798
bpic2011_f1;all_agg;XGB;31;-1;auc;0.98125
bpic2011_f1;all_agg;XGB;32;-1;auc;0.9841269841269841
bpic2011_f1;all_agg;XGB;33;-1;auc;0.9927849927849928
bpic2011_f1;all_agg;XGB;34;-1;auc;0.994360902255639
bpic2011_f1;all_agg;XGB;35;-1;auc;0.9973684210526316
bpic2011_f1;all_agg;XGB;36;-1;auc;0.9972972972972973
bpic2011_f1;all_agg;XGB;-1;auc;0.944310755665789
