dataset;level;method;cls;nr_events;metric;score
bpic2015_1_f2;50;all_embeddings;LSTM;1;-1;auc;0.6893696581196581
bpic2015_1_f2;50;all_embeddings;LSTM;2;-1;auc;0.6639957264957265
bpic2015_1_f2;50;all_embeddings;LSTM;3;-1;auc;0.6722756410256411
bpic2015_1_f2;50;all_embeddings;LSTM;4;-1;auc;0.6578054298642534
bpic2015_1_f2;50;all_embeddings;LSTM;5;-1;auc;0.6665723981900452
bpic2015_1_f2;50;all_embeddings;LSTM;6;-1;auc;0.6541289592760181
bpic2015_1_f2;50;all_embeddings;LSTM;7;-1;auc;0.6586538461538461
bpic2015_1_f2;50;all_embeddings;LSTM;8;-1;auc;0.6298076923076923
bpic2015_1_f2;50;all_embeddings;LSTM;9;-1;auc;0.6337669683257918
bpic2015_1_f2;50;all_embeddings;LSTM;10;-1;auc;0.6199314677327241
bpic2015_1_f2;50;all_embeddings;LSTM;11;-1;auc;0.6271626297577855
bpic2015_1_f2;50;all_embeddings;LSTM;12;-1;auc;0.6438235294117647
bpic2015_1_f2;50;all_embeddings;LSTM;13;-1;auc;0.6642899584076055
bpic2015_1_f2;50;all_embeddings;LSTM;14;-1;auc;0.7043178973717147
bpic2015_1_f2;50;all_embeddings;LSTM;15;-1;auc;0.7790920716112532
bpic2015_1_f2;50;all_embeddings;LSTM;16;-1;auc;0.8522947640594699
bpic2015_1_f2;50;all_embeddings;LSTM;17;-1;auc;0.865869424692954
bpic2015_1_f2;50;all_embeddings;LSTM;18;-1;auc;0.8906146728354263
bpic2015_1_f2;50;all_embeddings;LSTM;19;-1;auc;0.8870320855614973
bpic2015_1_f2;50;all_embeddings;LSTM;20;-1;auc;0.9035179380006966
bpic2015_1_f2;50;all_embeddings;LSTM;21;-1;auc;0.9021246952281435
bpic2015_1_f2;50;all_embeddings;LSTM;22;-1;auc;0.9042145593869731
bpic2015_1_f2;50;all_embeddings;LSTM;23;-1;auc;0.9125740160222919
bpic2015_1_f2;50;all_embeddings;LSTM;24;-1;auc;0.9174503657262278
bpic2015_1_f2;50;all_embeddings;LSTM;25;-1;auc;0.9136189481017067
bpic2015_1_f2;50;all_embeddings;LSTM;26;-1;auc;0.9095203488372092
bpic2015_1_f2;50;all_embeddings;LSTM;27;-1;auc;0.9058779761904762
bpic2015_1_f2;50;all_embeddings;LSTM;28;-1;auc;0.8987198795180722
bpic2015_1_f2;50;all_embeddings;LSTM;29;-1;auc;0.9182981927710844
bpic2015_1_f2;50;all_embeddings;LSTM;30;-1;auc;0.9167921686746988
bpic2015_1_f2;50;all_embeddings;LSTM;31;-1;auc;0.9169207317073171
bpic2015_1_f2;50;all_embeddings;LSTM;32;-1;auc;0.9429687500000001
bpic2015_1_f2;50;all_embeddings;LSTM;33;-1;auc;0.9522413070800166
bpic2015_1_f2;50;all_embeddings;LSTM;34;-1;auc;0.9536178107606679
bpic2015_1_f2;50;all_embeddings;LSTM;35;-1;auc;0.9400584795321637
bpic2015_1_f2;50;all_embeddings;LSTM;36;-1;auc;0.9590080971659919
bpic2015_1_f2;50;all_embeddings;LSTM;37;-1;auc;0.9673684210526315
bpic2015_1_f2;50;all_embeddings;LSTM;38;-1;auc;0.9527777777777778
bpic2015_1_f2;50;all_embeddings;LSTM;39;-1;auc;0.9420289855072463
bpic2015_1_f2;50;all_embeddings;LSTM;40;-1;auc;0.9397101449275361
bpic2015_1_f2;50;all_embeddings;LSTM;-1;auc;0.8036860545536075
