dataset;method;cls;nr_events;metric;score
bpic2011_f4;all_agg;XGB;1;-1;auc;0.7762104922803331
bpic2011_f4;all_agg;XGB;2;-1;auc;0.7701514411333659
bpic2011_f4;all_agg;XGB;3;-1;auc;0.7614754812298581
bpic2011_f4;all_agg;XGB;4;-1;auc;0.7518575570859007
bpic2011_f4;all_agg;XGB;5;-1;auc;0.7405256141687299
bpic2011_f4;all_agg;XGB;6;-1;auc;0.722036643384958
bpic2011_f4;all_agg;XGB;7;-1;auc;0.7219354185646321
bpic2011_f4;all_agg;XGB;8;-1;auc;0.7098237295124215
bpic2011_f4;all_agg;XGB;9;-1;auc;0.712658488815586
bpic2011_f4;all_agg;XGB;10;-1;auc;0.7071435934439748
bpic2011_f4;all_agg;XGB;11;-1;auc;0.6970532117871528
bpic2011_f4;all_agg;XGB;12;-1;auc;0.695675217299131
bpic2011_f4;all_agg;XGB;13;-1;auc;0.7048689138576779
bpic2011_f4;all_agg;XGB;14;-1;auc;0.7158830587978618
bpic2011_f4;all_agg;XGB;15;-1;auc;0.7155557979709828
bpic2011_f4;all_agg;XGB;16;-1;auc;0.7205737973164613
bpic2011_f4;all_agg;XGB;17;-1;auc;0.7205737973164612
bpic2011_f4;all_agg;XGB;18;-1;auc;0.7235216240070609
bpic2011_f4;all_agg;XGB;19;-1;auc;0.726882798573975
bpic2011_f4;all_agg;XGB;20;-1;auc;0.7266599821746881
bpic2011_f4;all_agg;XGB;21;-1;auc;0.7262143493761141
bpic2011_f4;all_agg;XGB;22;-1;auc;0.724403690369037
bpic2011_f4;all_agg;XGB;23;-1;auc;0.7241786678667868
bpic2011_f4;all_agg;XGB;24;-1;auc;0.7209659090909091
bpic2011_f4;all_agg;XGB;25;-1;auc;0.7214204545454546
bpic2011_f4;all_agg;XGB;26;-1;auc;0.7224431818181819
bpic2011_f4;all_agg;XGB;27;-1;auc;0.717092803030303
bpic2011_f4;all_agg;XGB;28;-1;auc;0.7185406698564594
bpic2011_f4;all_agg;XGB;29;-1;auc;0.7134470399208998
bpic2011_f4;all_agg;XGB;30;-1;auc;0.7233963663329626
bpic2011_f4;all_agg;XGB;31;-1;auc;0.7324928142147897
bpic2011_f4;all_agg;XGB;32;-1;auc;0.7386425094645754
bpic2011_f4;all_agg;XGB;33;-1;auc;0.7412440459512468
bpic2011_f4;all_agg;XGB;34;-1;auc;0.7368917937545388
bpic2011_f4;all_agg;XGB;35;-1;auc;0.7430681133212779
bpic2011_f4;all_agg;XGB;36;-1;auc;0.7492951127819549
bpic2011_f4;all_agg;XGB;37;-1;auc;0.7566964285714286
bpic2011_f4;all_agg;XGB;38;-1;auc;0.7574614352783366
bpic2011_f4;all_agg;XGB;39;-1;auc;0.7486197377501724
bpic2011_f4;all_agg;XGB;40;-1;auc;0.7447377501725329
bpic2011_f4;all_agg;XGB;-1;auc;0.7298617385703317
