dataset;method;cls;nr_events;metric;score
bpic2011_f1;all_agg;XGB;1;-1;auc;0.7357181404671961
bpic2011_f1;all_agg;XGB;2;-1;auc;0.7182797402185965
bpic2011_f1;all_agg;XGB;3;-1;auc;0.7090799965703508
bpic2011_f1;all_agg;XGB;4;-1;auc;0.700215672178289
bpic2011_f1;all_agg;XGB;5;-1;auc;0.68844173183292
bpic2011_f1;all_agg;XGB;6;-1;auc;0.6790938642828118
bpic2011_f1;all_agg;XGB;7;-1;auc;0.6889868744872847
bpic2011_f1;all_agg;XGB;8;-1;auc;0.740146750524109
bpic2011_f1;all_agg;XGB;9;-1;auc;0.7551322751322752
bpic2011_f1;all_agg;XGB;10;-1;auc;0.7687830687830688
bpic2011_f1;all_agg;XGB;11;-1;auc;0.793073593073593
bpic2011_f1;all_agg;XGB;12;-1;auc;0.7971861471861473
bpic2011_f1;all_agg;XGB;13;-1;auc;0.7959496442255062
bpic2011_f1;all_agg;XGB;14;-1;auc;0.7970099667774087
bpic2011_f1;all_agg;XGB;15;-1;auc;0.7981173864894794
bpic2011_f1;all_agg;XGB;16;-1;auc;0.8049833887043191
bpic2011_f1;all_agg;XGB;17;-1;auc;0.8038908765652951
bpic2011_f1;all_agg;XGB;18;-1;auc;0.8104874776386404
bpic2011_f1;all_agg;XGB;19;-1;auc;0.8066742081447964
bpic2011_f1;all_agg;XGB;20;-1;auc;0.8051903114186851
bpic2011_f1;all_agg;XGB;21;-1;auc;0.8081176470588235
bpic2011_f1;all_agg;XGB;22;-1;auc;0.8090225563909775
bpic2011_f1;all_agg;XGB;23;-1;auc;0.8100414078674948
bpic2011_f1;all_agg;XGB;24;-1;auc;0.8182182985553772
bpic2011_f1;all_agg;XGB;25;-1;auc;0.8569751844399732
bpic2011_f1;all_agg;XGB;26;-1;auc;0.8835714285714286
bpic2011_f1;all_agg;XGB;27;-1;auc;0.9169090153718322
bpic2011_f1;all_agg;XGB;28;-1;auc;0.9273373983739838
bpic2011_f1;all_agg;XGB;29;-1;auc;0.9220679012345678
bpic2011_f1;all_agg;XGB;30;-1;auc;0.9225589225589226
bpic2011_f1;all_agg;XGB;31;-1;auc;0.92375
bpic2011_f1;all_agg;XGB;32;-1;auc;0.9466089466089466
bpic2011_f1;all_agg;XGB;33;-1;auc;0.948051948051948
bpic2011_f1;all_agg;XGB;34;-1;auc;0.9492481203007519
bpic2011_f1;all_agg;XGB;35;-1;auc;0.9657894736842105
bpic2011_f1;all_agg;XGB;36;-1;auc;0.9648648648648648
bpic2011_f1;all_agg;XGB;-1;auc;0.8055200254518184
