dataset;level;method;cls;nr_events;metric;score
bpic2015_4_f2;50;all_embeddings;LSTM;1;-1;auc;0.7095709570957095
bpic2015_4_f2;50;all_embeddings;LSTM;2;-1;auc;0.7015558698727016
bpic2015_4_f2;50;all_embeddings;LSTM;3;-1;auc;0.685997171145686
bpic2015_4_f2;50;all_embeddings;LSTM;4;-1;auc;0.6789250353606789
bpic2015_4_f2;50;all_embeddings;LSTM;5;-1;auc;0.6732673267326732
bpic2015_4_f2;50;all_embeddings;LSTM;6;-1;auc;0.6732673267326732
bpic2015_4_f2;50;all_embeddings;LSTM;7;-1;auc;0.6598302687411599
bpic2015_4_f2;50;all_embeddings;LSTM;8;-1;auc;0.6789250353606789
bpic2015_4_f2;50;all_embeddings;LSTM;9;-1;auc;0.6428571428571428
bpic2015_4_f2;50;all_embeddings;LSTM;10;-1;auc;0.6746428571428572
bpic2015_4_f2;50;all_embeddings;LSTM;11;-1;auc;0.6692857142857143
bpic2015_4_f2;50;all_embeddings;LSTM;12;-1;auc;0.67
bpic2015_4_f2;50;all_embeddings;LSTM;13;-1;auc;0.6678571428571429
bpic2015_4_f2;50;all_embeddings;LSTM;14;-1;auc;0.7075187969924812
bpic2015_4_f2;50;all_embeddings;LSTM;15;-1;auc;0.7120300751879699
bpic2015_4_f2;50;all_embeddings;LSTM;16;-1;auc;0.7184650455927052
bpic2015_4_f2;50;all_embeddings;LSTM;17;-1;auc;0.708966565349544
bpic2015_4_f2;50;all_embeddings;LSTM;18;-1;auc;0.6832298136645962
bpic2015_4_f2;50;all_embeddings;LSTM;19;-1;auc;0.6871118012422359
bpic2015_4_f2;50;all_embeddings;LSTM;20;-1;auc;0.6805778491171749
bpic2015_4_f2;50;all_embeddings;LSTM;21;-1;auc;0.6966386554621848
bpic2015_4_f2;50;all_embeddings;LSTM;22;-1;auc;0.725473321858864
bpic2015_4_f2;50;all_embeddings;LSTM;23;-1;auc;0.7310405643738977
bpic2015_4_f2;50;all_embeddings;LSTM;24;-1;auc;0.7350813743218807
bpic2015_4_f2;50;all_embeddings;LSTM;25;-1;auc;0.7619047619047619
bpic2015_4_f2;50;all_embeddings;LSTM;26;-1;auc;0.7628571428571429
bpic2015_4_f2;50;all_embeddings;LSTM;27;-1;auc;0.7552380952380953
bpic2015_4_f2;50;all_embeddings;LSTM;28;-1;auc;0.7641025641025642
bpic2015_4_f2;50;all_embeddings;LSTM;29;-1;auc;0.767123287671233
bpic2015_4_f2;50;all_embeddings;LSTM;30;-1;auc;0.7511574074074074
bpic2015_4_f2;50;all_embeddings;LSTM;31;-1;auc;0.7582159624413145
bpic2015_4_f2;50;all_embeddings;LSTM;32;-1;auc;0.7687793427230047
bpic2015_4_f2;50;all_embeddings;LSTM;33;-1;auc;0.76056338028169
bpic2015_4_f2;50;all_embeddings;LSTM;34;-1;auc;0.7720870678617158
bpic2015_4_f2;50;all_embeddings;LSTM;35;-1;auc;0.793854033290653
bpic2015_4_f2;50;all_embeddings;LSTM;36;-1;auc;0.4046094750320103
bpic2015_4_f2;50;all_embeddings;LSTM;37;-1;auc;0.7195902688860436
bpic2015_4_f2;50;all_embeddings;LSTM;38;-1;auc;0.828169014084507
bpic2015_4_f2;50;all_embeddings;LSTM;39;-1;auc;0.8414285714285714
bpic2015_4_f2;50;all_embeddings;LSTM;40;-1;auc;0.8371428571428572
bpic2015_4_f2;50;all_embeddings;LSTM;-1;auc;0.6152066966079764
