dataset;method;cls;nr_events;metric;score
bpic2011_f4;all_agg;XGB;1;-1;auc;0.780050117209603
bpic2011_f4;all_agg;XGB;2;-1;auc;0.7688894316886501
bpic2011_f4;all_agg;XGB;3;-1;auc;0.7597334726940161
bpic2011_f4;all_agg;XGB;4;-1;auc;0.7589706415367887
bpic2011_f4;all_agg;XGB;5;-1;auc;0.7377642353837365
bpic2011_f4;all_agg;XGB;6;-1;auc;0.7338293349529306
bpic2011_f4;all_agg;XGB;7;-1;auc;0.730843202753315
bpic2011_f4;all_agg;XGB;8;-1;auc;0.7060612308009483
bpic2011_f4;all_agg;XGB;9;-1;auc;0.7074012988351717
bpic2011_f4;all_agg;XGB;10;-1;auc;0.705288114627358
bpic2011_f4;all_agg;XGB;11;-1;auc;0.6929722281110875
bpic2011_f4;all_agg;XGB;12;-1;auc;0.6943502225991095
bpic2011_f4;all_agg;XGB;13;-1;auc;0.7064205457463885
bpic2011_f4;all_agg;XGB;14;-1;auc;0.7019744736555034
bpic2011_f4;all_agg;XGB;15;-1;auc;0.7152830806152504
bpic2011_f4;all_agg;XGB;16;-1;auc;0.7189920366532125
bpic2011_f4;all_agg;XGB;17;-1;auc;0.7145740154903457
bpic2011_f4;all_agg;XGB;18;-1;auc;0.715026478375993
bpic2011_f4;all_agg;XGB;19;-1;auc;0.7127896613190731
bpic2011_f4;all_agg;XGB;20;-1;auc;0.7088346702317291
bpic2011_f4;all_agg;XGB;21;-1;auc;0.7081662210338682
bpic2011_f4;all_agg;XGB;22;-1;auc;0.7060643564356436
bpic2011_f4;all_agg;XGB;23;-1;auc;0.7013951395139515
bpic2011_f4;all_agg;XGB;24;-1;auc;0.7034659090909091
bpic2011_f4;all_agg;XGB;25;-1;auc;0.7081818181818182
bpic2011_f4;all_agg;XGB;26;-1;auc;0.7070454545454545
bpic2011_f4;all_agg;XGB;27;-1;auc;0.7135416666666666
bpic2011_f4;all_agg;XGB;28;-1;auc;0.7092105263157894
bpic2011_f4;all_agg;XGB;29;-1;auc;0.7138178222716598
bpic2011_f4;all_agg;XGB;30;-1;auc;0.7080706958348784
bpic2011_f4;all_agg;XGB;31;-1;auc;0.7058400836164098
bpic2011_f4;all_agg;XGB;32;-1;auc;0.7164007571660356
bpic2011_f4;all_agg;XGB;33;-1;auc;0.699985990473522
bpic2011_f4;all_agg;XGB;34;-1;auc;0.7038489469862019
bpic2011_f4;all_agg;XGB;35;-1;auc;0.6949216395418927
bpic2011_f4;all_agg;XGB;36;-1;auc;0.6959586466165414
bpic2011_f4;all_agg;XGB;37;-1;auc;0.7124669312169313
bpic2011_f4;all_agg;XGB;38;-1;auc;0.7339034205231387
bpic2011_f4;all_agg;XGB;39;-1;auc;0.734903381642512
bpic2011_f4;all_agg;XGB;40;-1;auc;0.7248102139406487
bpic2011_f4;all_agg;XGB;-1;auc;0.7187239566145563
