dataset;level;method;cls;nr_events;metric;score
bpic2011_f1;00;all_embeddings;LSTM;23;-1;auc;0.8902691511387163
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;24;-1;auc;0.9010165864098448
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;25;-1;auc;0.8916834339369551
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;26;-1;auc;0.8864285714285713
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;27;-1;auc;0.904445367677607
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;28;-1;auc;0.9176829268292683
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;29;-1;auc;0.9259259259259259
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;30;-1;auc;0.9304152637485971
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;31;-1;auc;0.9312499999999999
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;32;-1;auc;0.9336219336219337
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;33;-1;auc;0.924963924963925
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;34;-1;auc;0.924812030075188
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;35;-1;auc;0.9526315789473684
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;36;-1;auc;0.9459459459459459
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
