dataset;level;method;cls;nr_events;metric;score
bpic2011_f1;00;all_embeddings;LSTM;1;-1;auc;0.8166679515843035
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;2;-1;auc;0.870109298273404
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;3;-1;auc;0.872845751521907
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;4;-1;auc;0.8693386053199137
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;5;-1;auc;0.8634369635704748
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;6;-1;auc;0.8665176757415687
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;7;-1;auc;0.8716160787530762
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;8;-1;auc;0.8816561844863732
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;9;-1;auc;0.892910052910053
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;10;-1;auc;0.8881481481481481
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;11;-1;auc;0.8897186147186147
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;12;-1;auc;0.8906926406926406
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;13;-1;auc;0.8877941981390257
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;14;-1;auc;0.8792912513842747
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;15;-1;auc;0.8788482834994462
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;16;-1;auc;0.8830564784053156
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;17;-1;auc;0.8831618962432916
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;18;-1;auc;0.8758944543828265
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;19;-1;auc;0.8811085972850679
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;20;-1;auc;0.8880046136101499
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;21;-1;auc;0.8958823529411766
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
bpic2011_f1;00;all_embeddings;LSTM;22;-1;auc;0.8919799498746868
bpic2011_f1;00;all_embeddings;LSTM;-1;auc;0.8914918554644655
