dataset;method;cls;nr_events;metric;score
bpic2011_f3;all_agg;XGB;1;-1;auc;0.8487931034482759
bpic2011_f3;all_agg;XGB;2;-1;auc;0.8350787724250979
bpic2011_f3;all_agg;XGB;3;-1;auc;0.833197223356472
bpic2011_f3;all_agg;XGB;4;-1;auc;0.8309754281459418
bpic2011_f3;all_agg;XGB;5;-1;auc;0.8322784810126583
bpic2011_f3;all_agg;XGB;6;-1;auc;0.8229053646775165
bpic2011_f3;all_agg;XGB;7;-1;auc;0.8159688412852969
bpic2011_f3;all_agg;XGB;8;-1;auc;0.8255420478756736
bpic2011_f3;all_agg;XGB;9;-1;auc;0.8661486401804738
bpic2011_f3;all_agg;XGB;10;-1;auc;0.9145256297781678
bpic2011_f3;all_agg;XGB;11;-1;auc;0.9395218002812938
bpic2011_f3;all_agg;XGB;12;-1;auc;0.9420790180283851
bpic2011_f3;all_agg;XGB;13;-1;auc;0.9432297660145761
bpic2011_f3;all_agg;XGB;14;-1;auc;0.9498890773848363
bpic2011_f3;all_agg;XGB;15;-1;auc;0.9504110661620775
bpic2011_f3;all_agg;XGB;16;-1;auc;0.9477927570711076
bpic2011_f3;all_agg;XGB;17;-1;auc;0.9477927570711076
bpic2011_f3;all_agg;XGB;18;-1;auc;0.9466032249537404
bpic2011_f3;all_agg;XGB;19;-1;auc;0.9442160087719298
bpic2011_f3;all_agg;XGB;20;-1;auc;0.9458051801801801
bpic2011_f3;all_agg;XGB;21;-1;auc;0.9509359903381642
bpic2011_f3;all_agg;XGB;22;-1;auc;0.961244019138756
bpic2011_f3;all_agg;XGB;23;-1;auc;0.956979405034325
bpic2011_f3;all_agg;XGB;24;-1;auc;0.9427168576104747
bpic2011_f3;all_agg;XGB;25;-1;auc;0.9694148936170213
bpic2011_f3;all_agg;XGB;26;-1;auc;0.9680851063829786
bpic2011_f3;all_agg;XGB;27;-1;auc;0.9666666666666667
bpic2011_f3;all_agg;XGB;28;-1;auc;0.9662921348314608
bpic2011_f3;all_agg;XGB;29;-1;auc;0.9681818181818183
bpic2011_f3;all_agg;XGB;30;-1;auc;0.9744318181818182
bpic2011_f3;all_agg;XGB;31;-1;auc;0.9411764705882353
bpic2011_f3;all_agg;XGB;-1;auc;0.9056953369357391
