dataset;level;method;cls;nr_events;metric;score
bpic2011_f1;50;all_embeddings;LSTM;1;-1;auc;0.7162901857990903
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;2;-1;auc;0.6708379534294313
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;3;-1;auc;0.6725542313298466
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;4;-1;auc;0.6781092739036665
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;5;-1;auc;0.6769025367156208
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;6;-1;auc;0.5797440065014221
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;7;-1;auc;0.5872641509433962
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;8;-1;auc;0.6227463312368973
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;9;-1;auc;0.6580952380952382
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;10;-1;auc;0.6611640211640212
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;11;-1;auc;0.6274891774891775
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;12;-1;auc;0.6248917748917749
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;13;-1;auc;0.6162014230979748
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;14;-1;auc;0.6627906976744186
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;15;-1;auc;0.6642303433001107
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;16;-1;auc;0.6749723145071983
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;17;-1;auc;0.6866055456171736
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;18;-1;auc;0.6670393559928444
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;19;-1;auc;0.6580316742081448
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
bpic2011_f1;50;all_embeddings;LSTM;20;-1;auc;0.6542099192618224
bpic2011_f1;50;all_embeddings;LSTM;-1;auc;0.6678620588424895
