dataset;level;method;cls;nr_events;metric;score
bpic2011_f3;00;all_embeddings;LSTM;1;-1;auc;0.7828879310344827
bpic2011_f3;00;all_embeddings;LSTM;2;-1;auc;0.8391767598579364
bpic2011_f3;00;all_embeddings;LSTM;3;-1;auc;0.7679154757043691
bpic2011_f3;00;all_embeddings;LSTM;4;-1;auc;0.7982129560685033
bpic2011_f3;00;all_embeddings;LSTM;5;-1;auc;0.7940212477396021
bpic2011_f3;00;all_embeddings;LSTM;6;-1;auc;0.7886075949367088
bpic2011_f3;00;all_embeddings;LSTM;7;-1;auc;0.7712390457643622
bpic2011_f3;00;all_embeddings;LSTM;8;-1;auc;0.7253415214939215
bpic2011_f3;00;all_embeddings;LSTM;9;-1;auc;0.6925679909763128
bpic2011_f3;00;all_embeddings;LSTM;10;-1;auc;0.6738939716756485
bpic2011_f3;00;all_embeddings;LSTM;11;-1;auc;0.6019051272215831
bpic2011_f3;00;all_embeddings;LSTM;12;-1;auc;0.5957678046285642
bpic2011_f3;00;all_embeddings;LSTM;13;-1;auc;0.5776115586242168
bpic2011_f3;00;all_embeddings;LSTM;14;-1;auc;0.42378963852277174
bpic2011_f3;00;all_embeddings;LSTM;15;-1;auc;0.542542085345165
bpic2011_f3;00;all_embeddings;LSTM;16;-1;auc;0.6525905366111552
bpic2011_f3;00;all_embeddings;LSTM;17;-1;auc;0.6731430081945546
bpic2011_f3;00;all_embeddings;LSTM;18;-1;auc;0.46497488765530004
bpic2011_f3;00;all_embeddings;LSTM;19;-1;auc;0.35197368421052627
bpic2011_f3;00;all_embeddings;LSTM;20;-1;auc;0.438696509009009
bpic2011_f3;00;all_embeddings;LSTM;21;-1;auc;0.5338919082125604
bpic2011_f3;00;all_embeddings;LSTM;22;-1;auc;0.6555023923444977
bpic2011_f3;00;all_embeddings;LSTM;23;-1;auc;0.7430205949656751
bpic2011_f3;00;all_embeddings;LSTM;24;-1;auc;0.6620294599018004
bpic2011_f3;00;all_embeddings;LSTM;25;-1;auc;0.5944148936170213
bpic2011_f3;00;all_embeddings;LSTM;26;-1;auc;0.5288753799392097
bpic2011_f3;00;all_embeddings;LSTM;27;-1;auc;0.7148148148148148
bpic2011_f3;00;all_embeddings;LSTM;28;-1;auc;0.6235955056179776
bpic2011_f3;00;all_embeddings;LSTM;29;-1;auc;0.6363636363636364
bpic2011_f3;00;all_embeddings;LSTM;30;-1;auc;0.7443181818181818
bpic2011_f3;00;all_embeddings;LSTM;31;-1;auc;0.7794117647058824
bpic2011_f3;00;all_embeddings;LSTM;-1;auc;0.6800663297977643
