dataset;level;method;cls;nr_events;metric;score
bpic2011_f4;75;all_embeddings;LSTM;1;-1;auc;0.8668660577156253
bpic2011_f4;75;all_embeddings;LSTM;2;-1;auc;0.885279270477121
bpic2011_f4;75;all_embeddings;LSTM;3;-1;auc;0.8582005051824754
bpic2011_f4;75;all_embeddings;LSTM;4;-1;auc;0.8513048205871693
bpic2011_f4;75;all_embeddings;LSTM;5;-1;auc;0.8335555132355742
bpic2011_f4;75;all_embeddings;LSTM;6;-1;auc;0.8362182407126227
bpic2011_f4;75;all_embeddings;LSTM;7;-1;auc;0.8543374835509667
bpic2011_f4;75;all_embeddings;LSTM;8;-1;auc;0.855684980929801
bpic2011_f4;75;all_embeddings;LSTM;9;-1;auc;0.8699103185238635
bpic2011_f4;75;all_embeddings;LSTM;10;-1;auc;0.8505824141841047
bpic2011_f4;75;all_embeddings;LSTM;11;-1;auc;0.8526075895696417
bpic2011_f4;75;all_embeddings;LSTM;12;-1;auc;0.8609815560737757
bpic2011_f4;75;all_embeddings;LSTM;13;-1;auc;0.8469769930444088
bpic2011_f4;75;all_embeddings;LSTM;14;-1;auc;0.8405148903676231
bpic2011_f4;75;all_embeddings;LSTM;15;-1;auc;0.8168430238900403
bpic2011_f4;75;all_embeddings;LSTM;16;-1;auc;0.8407330642522091
bpic2011_f4;75;all_embeddings;LSTM;17;-1;auc;0.8526235409621469
bpic2011_f4;75;all_embeddings;LSTM;18;-1;auc;0.8451015004413063
bpic2011_f4;75;all_embeddings;LSTM;19;-1;auc;0.8436942959001783
bpic2011_f4;75;all_embeddings;LSTM;20;-1;auc;0.8483734402852049
bpic2011_f4;75;all_embeddings;LSTM;21;-1;auc;0.8553364527629234
bpic2011_f4;75;all_embeddings;LSTM;22;-1;auc;0.8352272727272727
bpic2011_f4;75;all_embeddings;LSTM;23;-1;auc;0.8304455445544554
bpic2011_f4;75;all_embeddings;LSTM;24;-1;auc;0.8224999999999999
bpic2011_f4;75;all_embeddings;LSTM;25;-1;auc;0.8188636363636363
bpic2011_f4;75;all_embeddings;LSTM;26;-1;auc;0.8142613636363637
bpic2011_f4;75;all_embeddings;LSTM;27;-1;auc;0.8410274621212122
bpic2011_f4;75;all_embeddings;LSTM;28;-1;auc;0.8220095693779905
bpic2011_f4;75;all_embeddings;LSTM;29;-1;auc;0.8050920776171054
bpic2011_f4;75;all_embeddings;LSTM;30;-1;auc;0.8304288715857125
bpic2011_f4;75;all_embeddings;LSTM;31;-1;auc;0.8500130650640189
bpic2011_f4;75;all_embeddings;LSTM;32;-1;auc;0.8532990805840995
bpic2011_f4;75;all_embeddings;LSTM;33;-1;auc;0.849817876155786
bpic2011_f4;75;all_embeddings;LSTM;34;-1;auc;0.901525054466231
bpic2011_f4;75;all_embeddings;LSTM;35;-1;auc;0.9026522001205546
bpic2011_f4;75;all_embeddings;LSTM;36;-1;auc;0.8871397243107769
bpic2011_f4;75;all_embeddings;LSTM;37;-1;auc;0.8908730158730158
bpic2011_f4;75;all_embeddings;LSTM;38;-1;auc;0.8734071093226022
bpic2011_f4;75;all_embeddings;LSTM;39;-1;auc;0.8545548654244307
bpic2011_f4;75;all_embeddings;LSTM;40;-1;auc;0.8750862663906143
bpic2011_f4;75;all_embeddings;LSTM;-1;auc;0.840197679541068
