dataset;method;cls;nr_events;metric;score
bpic2011_f2;all_agg;XGB;1;-1;auc;0.49600068805366826
bpic2011_f2;all_agg;XGB;2;-1;auc;0.5381385281385281
bpic2011_f2;all_agg;XGB;3;-1;auc;0.5312240950538824
bpic2011_f2;all_agg;XGB;4;-1;auc;0.5615928189457602
bpic2011_f2;all_agg;XGB;5;-1;auc;0.5543456543456544
bpic2011_f2;all_agg;XGB;6;-1;auc;0.5497835497835498
bpic2011_f2;all_agg;XGB;7;-1;auc;0.5364797803822194
bpic2011_f2;all_agg;XGB;8;-1;auc;0.635826982934421
bpic2011_f2;all_agg;XGB;9;-1;auc;0.6592787377911344
bpic2011_f2;all_agg;XGB;10;-1;auc;0.5601051840721262
bpic2011_f2;all_agg;XGB;11;-1;auc;0.5598173013427251
bpic2011_f2;all_agg;XGB;12;-1;auc;0.5351639885538191
bpic2011_f2;all_agg;XGB;13;-1;auc;0.5466200466200466
bpic2011_f2;all_agg;XGB;14;-1;auc;0.5444646098003629
bpic2011_f2;all_agg;XGB;15;-1;auc;0.5331215970961888
bpic2011_f2;all_agg;XGB;16;-1;auc;0.5334051724137931
bpic2011_f2;all_agg;XGB;17;-1;auc;0.5373185117967332
bpic2011_f2;all_agg;XGB;18;-1;auc;0.5438974591651543
bpic2011_f2;all_agg;XGB;19;-1;auc;0.5438215102974828
bpic2011_f2;all_agg;XGB;20;-1;auc;0.5504004576659038
bpic2011_f2;all_agg;XGB;21;-1;auc;0.5505148741418764
bpic2011_f2;all_agg;XGB;22;-1;auc;0.5394736842105263
bpic2011_f2;all_agg;XGB;23;-1;auc;0.5394736842105263
bpic2011_f2;all_agg;XGB;24;-1;auc;0.5401754385964912
bpic2011_f2;all_agg;XGB;25;-1;auc;0.5357894736842105
bpic2011_f2;all_agg;XGB;26;-1;auc;0.54
bpic2011_f2;all_agg;XGB;27;-1;auc;0.5381637168141593
bpic2011_f2;all_agg;XGB;28;-1;auc;0.5448288690476191
bpic2011_f2;all_agg;XGB;29;-1;auc;0.5517045454545455
bpic2011_f2;all_agg;XGB;30;-1;auc;0.547979797979798
bpic2011_f2;all_agg;XGB;31;-1;auc;0.5355670788458982
bpic2011_f2;all_agg;XGB;32;-1;auc;0.5401968826907301
bpic2011_f2;all_agg;XGB;33;-1;auc;0.5346626643796455
bpic2011_f2;all_agg;XGB;34;-1;auc;0.5358241758241757
bpic2011_f2;all_agg;XGB;35;-1;auc;0.5417989417989418
bpic2011_f2;all_agg;XGB;36;-1;auc;0.5257594738490448
bpic2011_f2;all_agg;XGB;37;-1;auc;0.5258320914058618
bpic2011_f2;all_agg;XGB;38;-1;auc;0.5256774841083974
bpic2011_f2;all_agg;XGB;39;-1;auc;0.525785519125683
bpic2011_f2;all_agg;XGB;40;-1;auc;0.525785519125683
bpic2011_f2;all_agg;XGB;-1;auc;0.5455033749166871
