dataset;method;cls;nr_events;metric;score
bpic2015_3_f2;all_agg;XGB;1;-1;auc;0.5963399084977126
bpic2015_3_f2;all_agg;XGB;2;-1;auc;0.6029400735018375
bpic2015_3_f2;all_agg;XGB;3;-1;auc;0.5956648916222905
bpic2015_3_f2;all_agg;XGB;4;-1;auc;0.5880897022425562
bpic2015_3_f2;all_agg;XGB;5;-1;auc;0.5979138114816507
bpic2015_3_f2;all_agg;XGB;6;-1;auc;0.6205999387817569
bpic2015_3_f2;all_agg;XGB;7;-1;auc;0.6377480387632672
bpic2015_3_f2;all_agg;XGB;8;-1;auc;0.6549339549339549
bpic2015_3_f2;all_agg;XGB;9;-1;auc;0.6688422688422689
bpic2015_3_f2;all_agg;XGB;10;-1;auc;0.6690877850671665
bpic2015_3_f2;all_agg;XGB;11;-1;auc;0.7073615738537204
bpic2015_3_f2;all_agg;XGB;12;-1;auc;0.7868475329208313
bpic2015_3_f2;all_agg;XGB;13;-1;auc;0.8023956845946375
bpic2015_3_f2;all_agg;XGB;14;-1;auc;0.9570972886762361
bpic2015_3_f2;all_agg;XGB;15;-1;auc;0.9864518197851531
bpic2015_3_f2;all_agg;XGB;16;-1;auc;0.9879749879749881
bpic2015_3_f2;all_agg;XGB;17;-1;auc;0.9894981561648228
bpic2015_3_f2;all_agg;XGB;18;-1;auc;0.9901394901394901
bpic2015_3_f2;all_agg;XGB;19;-1;auc;0.99671316337983
bpic2015_3_f2;all_agg;XGB;20;-1;auc;0.9984768318101651
bpic2015_3_f2;all_agg;XGB;21;-1;auc;0.999113475177305
bpic2015_3_f2;all_agg;XGB;22;-1;auc;0.999113475177305
bpic2015_3_f2;all_agg;XGB;23;-1;auc;0.9989466861124615
bpic2015_3_f2;all_agg;XGB;24;-1;auc;0.9985257985257985
bpic2015_3_f2;all_agg;XGB;25;-1;auc;0.9981605351170568
bpic2015_3_f2;all_agg;XGB;26;-1;auc;0.9986622073578596
bpic2015_3_f2;all_agg;XGB;27;-1;auc;0.9989911727616645
bpic2015_3_f2;all_agg;XGB;28;-1;auc;0.9988046448087432
bpic2015_3_f2;all_agg;XGB;29;-1;auc;0.9983519819585394
bpic2015_3_f2;all_agg;XGB;30;-1;auc;0.9988662131519274
bpic2015_3_f2;all_agg;XGB;31;-1;auc;0.9976322020520916
bpic2015_3_f2;all_agg;XGB;32;-1;auc;0.9977954144620811
bpic2015_3_f2;all_agg;XGB;33;-1;auc;0.9979629629629629
bpic2015_3_f2;all_agg;XGB;34;-1;auc;0.9980555555555555
bpic2015_3_f2;all_agg;XGB;35;-1;auc;0.9980555555555556
bpic2015_3_f2;all_agg;XGB;36;-1;auc;0.9974999999999999
bpic2015_3_f2;all_agg;XGB;37;-1;auc;0.9970760233918128
bpic2015_3_f2;all_agg;XGB;38;-1;auc;0.9970588235294118
bpic2015_3_f2;all_agg;XGB;39;-1;auc;0.997161480235492
bpic2015_3_f2;all_agg;XGB;40;-1;auc;0.9967409587888982
bpic2015_3_f2;all_agg;XGB;-1;auc;0.9422404357308635
