dataset;method;cls;nr_events;metric;score
bpic2011_f4;all_agg;XGB;1;-1;auc;0.8857004284213079
bpic2011_f4;all_agg;XGB;2;-1;auc;0.8849535906204201
bpic2011_f4;all_agg;XGB;3;-1;auc;0.8720494730424179
bpic2011_f4;all_agg;XGB;4;-1;auc;0.8706959043131569
bpic2011_f4;all_agg;XGB;5;-1;auc;0.8625023804989526
bpic2011_f4;all_agg;XGB;6;-1;auc;0.8535276849883591
bpic2011_f4;all_agg;XGB;7;-1;auc;0.8520093126834699
bpic2011_f4;all_agg;XGB;8;-1;auc;0.8541387485826204
bpic2011_f4;all_agg;XGB;9;-1;auc;0.853520255643748
bpic2011_f4;all_agg;XGB;10;-1;auc;0.8534171734872693
bpic2011_f4;all_agg;XGB;11;-1;auc;0.852872588509646
bpic2011_f4;all_agg;XGB;12;-1;auc;0.8526605893576426
bpic2011_f4;all_agg;XGB;13;-1;auc;0.8553237025147138
bpic2011_f4;all_agg;XGB;14;-1;auc;0.8498963674048217
bpic2011_f4;all_agg;XGB;15;-1;auc;0.8501145412894077
bpic2011_f4;all_agg;XGB;16;-1;auc;0.8477146285589614
bpic2011_f4;all_agg;XGB;17;-1;auc;0.8481509763281335
bpic2011_f4;all_agg;XGB;18;-1;auc;0.8464254192409533
bpic2011_f4;all_agg;XGB;19;-1;auc;0.8450311942959001
bpic2011_f4;all_agg;XGB;20;-1;auc;0.8444741532976827
bpic2011_f4;all_agg;XGB;21;-1;auc;0.8444741532976827
bpic2011_f4;all_agg;XGB;22;-1;auc;0.8433843384338433
bpic2011_f4;all_agg;XGB;23;-1;auc;0.8423717371737174
bpic2011_f4;all_agg;XGB;24;-1;auc;0.8413636363636363
bpic2011_f4;all_agg;XGB;25;-1;auc;0.8422727272727273
bpic2011_f4;all_agg;XGB;26;-1;auc;0.8423863636363638
bpic2011_f4;all_agg;XGB;27;-1;auc;0.849313446969697
bpic2011_f4;all_agg;XGB;28;-1;auc;0.8504784688995215
bpic2011_f4;all_agg;XGB;29;-1;auc;0.850327524409838
bpic2011_f4;all_agg;XGB;30;-1;auc;0.8530465949820788
bpic2011_f4;all_agg;XGB;31;-1;auc;0.8477920041808205
bpic2011_f4;all_agg;XGB;32;-1;auc;0.8532990805840995
bpic2011_f4;all_agg;XGB;33;-1;auc;0.852899971980947
bpic2011_f4;all_agg;XGB;34;-1;auc;0.8580973129992737
bpic2011_f4;all_agg;XGB;35;-1;auc;0.8618143459915613
bpic2011_f4;all_agg;XGB;36;-1;auc;0.8640350877192983
bpic2011_f4;all_agg;XGB;37;-1;auc;0.8702050264550265
bpic2011_f4;all_agg;XGB;38;-1;auc;0.868879946344735
bpic2011_f4;all_agg;XGB;39;-1;auc;0.8642167011732229
bpic2011_f4;all_agg;XGB;40;-1;auc;0.8680124223602483
bpic2011_f4;all_agg;XGB;-1;auc;0.8550003085297818
