dataset;method;cls;nr_events;metric;score
bpic2011_f4;all_agg;XGB;1;-1;auc;0.883598738986339
bpic2011_f4;all_agg;XGB;2;-1;auc;0.8814525321608859
bpic2011_f4;all_agg;XGB;3;-1;auc;0.8801062625206864
bpic2011_f4;all_agg;XGB;4;-1;auc;0.8833363537513592
bpic2011_f4;all_agg;XGB;5;-1;auc;0.876832984193487
bpic2011_f4;all_agg;XGB;6;-1;auc;0.8695718190100213
bpic2011_f4;all_agg;XGB;7;-1;auc;0.8687620204474137
bpic2011_f4;all_agg;XGB;8;-1;auc;0.865787032264715
bpic2011_f4;all_agg;XGB;9;-1;auc;0.8642407999175342
bpic2011_f4;all_agg;XGB;10;-1;auc;0.8612514173796515
bpic2011_f4;all_agg;XGB;11;-1;auc;0.8552045791816832
bpic2011_f4;all_agg;XGB;12;-1;auc;0.8541975832096672
bpic2011_f4;all_agg;XGB;13;-1;auc;0.849438202247191
bpic2011_f4;all_agg;XGB;14;-1;auc;0.8482600632704266
bpic2011_f4;all_agg;XGB;15;-1;auc;0.8495145631067962
bpic2011_f4;all_agg;XGB;16;-1;auc;0.847550998145522
bpic2011_f4;all_agg;XGB;17;-1;auc;0.8468964764917639
bpic2011_f4;all_agg;XGB;18;-1;auc;0.8435569285083848
bpic2011_f4;all_agg;XGB;19;-1;auc;0.8449197860962567
bpic2011_f4;all_agg;XGB;20;-1;auc;0.8440285204991087
bpic2011_f4;all_agg;XGB;21;-1;auc;0.8423016934046346
bpic2011_f4;all_agg;XGB;22;-1;auc;0.8467034203420342
bpic2011_f4;all_agg;XGB;23;-1;auc;0.8515414041404141
bpic2011_f4;all_agg;XGB;24;-1;auc;0.8486363636363635
bpic2011_f4;all_agg;XGB;25;-1;auc;0.845340909090909
bpic2011_f4;all_agg;XGB;26;-1;auc;0.845
bpic2011_f4;all_agg;XGB;27;-1;auc;0.8466500946969697
bpic2011_f4;all_agg;XGB;28;-1;auc;0.8494617224880382
bpic2011_f4;all_agg;XGB;29;-1;auc;0.8492769744160178
bpic2011_f4;all_agg;XGB;30;-1;auc;0.8520578420467184
bpic2011_f4;all_agg;XGB;31;-1;auc;0.8588973085968121
bpic2011_f4;all_agg;XGB;32;-1;auc;0.8678339643050297
bpic2011_f4;all_agg;XGB;33;-1;auc;0.863897450266181
bpic2011_f4;all_agg;XGB;34;-1;auc;0.8726942628903412
bpic2011_f4;all_agg;XGB;35;-1;auc;0.8765069318866785
bpic2011_f4;all_agg;XGB;36;-1;auc;0.8766447368421053
bpic2011_f4;all_agg;XGB;37;-1;auc;0.8781415343915344
bpic2011_f4;all_agg;XGB;38;-1;auc;0.8760060362173039
bpic2011_f4;all_agg;XGB;39;-1;auc;0.8720669427191166
bpic2011_f4;all_agg;XGB;40;-1;auc;0.8727570738440303
bpic2011_f4;all_agg;XGB;-1;auc;0.8619323141494621
