dataset;level;method;cls;nr_events;metric;score
bpic2011_f4;50;all_embeddings;LSTM;1;-1;auc;0.8499717080268369
bpic2011_f4;50;all_embeddings;LSTM;2;-1;auc;0.8879661292949032
bpic2011_f4;50;all_embeddings;LSTM;3;-1;auc;0.8867694451702814
bpic2011_f4;50;all_embeddings;LSTM;4;-1;auc;0.8843783979702791
bpic2011_f4;50;all_embeddings;LSTM;5;-1;auc;0.8791658731670158
bpic2011_f4;50;all_embeddings;LSTM;6;-1;auc;0.8729628504909404
bpic2011_f4;50;all_embeddings;LSTM;7;-1;auc;0.8697236562405102
bpic2011_f4;50;all_embeddings;LSTM;8;-1;auc;0.8656839501082362
bpic2011_f4;50;all_embeddings;LSTM;9;-1;auc;0.8626945675703536
bpic2011_f4;50;all_embeddings;LSTM;10;-1;auc;0.8610452530666941
bpic2011_f4;50;all_embeddings;LSTM;11;-1;auc;0.8554165783336867
bpic2011_f4;50;all_embeddings;LSTM;12;-1;auc;0.8546745813016748
bpic2011_f4;50;all_embeddings;LSTM;13;-1;auc;0.852434456928839
bpic2011_f4;50;all_embeddings;LSTM;14;-1;auc;0.8488054979818916
bpic2011_f4;50;all_embeddings;LSTM;15;-1;auc;0.8465146721937384
bpic2011_f4;50;all_embeddings;LSTM;16;-1;auc;0.8436784116941203
bpic2011_f4;50;all_embeddings;LSTM;17;-1;auc;0.8423693683866041
bpic2011_f4;50;all_embeddings;LSTM;18;-1;auc;0.8387025595763461
bpic2011_f4;50;all_embeddings;LSTM;19;-1;auc;0.8360071301247771
bpic2011_f4;50;all_embeddings;LSTM;20;-1;auc;0.8345588235294117
bpic2011_f4;50;all_embeddings;LSTM;21;-1;auc;0.8311051693404634
bpic2011_f4;50;all_embeddings;LSTM;22;-1;auc;0.8267326732673267
bpic2011_f4;50;all_embeddings;LSTM;23;-1;auc;0.8241449144914491
bpic2011_f4;50;all_embeddings;LSTM;24;-1;auc;0.8218181818181819
bpic2011_f4;50;all_embeddings;LSTM;25;-1;auc;0.8206818181818183
bpic2011_f4;50;all_embeddings;LSTM;26;-1;auc;0.8189772727272728
bpic2011_f4;50;all_embeddings;LSTM;27;-1;auc;0.8224431818181818
bpic2011_f4;50;all_embeddings;LSTM;28;-1;auc;0.8165071770334928
bpic2011_f4;50;all_embeddings;LSTM;29;-1;auc;0.8102830305277469
bpic2011_f4;50;all_embeddings;LSTM;30;-1;auc;0.807316771721666
bpic2011_f4;50;all_embeddings;LSTM;31;-1;auc;0.8082048602038151
bpic2011_f4;50;all_embeddings;LSTM;32;-1;auc;0.8101676581936181
bpic2011_f4;50;all_embeddings;LSTM;33;-1;auc;0.8100308209582516
bpic2011_f4;50;all_embeddings;LSTM;34;-1;auc;0.817283950617284
bpic2011_f4;50;all_embeddings;LSTM;35;-1;auc;0.8181133212778783
bpic2011_f4;50;all_embeddings;LSTM;36;-1;auc;0.8137531328320802
bpic2011_f4;50;all_embeddings;LSTM;37;-1;auc;0.8111772486772487
bpic2011_f4;50;all_embeddings;LSTM;38;-1;auc;0.8076794097920859
bpic2011_f4;50;all_embeddings;LSTM;39;-1;auc;0.8060731538992408
bpic2011_f4;50;all_embeddings;LSTM;40;-1;auc;0.8038302277432713
bpic2011_f4;50;all_embeddings;LSTM;-1;auc;0.7849738551433345
