dataset;method;cls;nr_events;metric;score
bpic2011_f2;all_agg;XGB;1;-1;auc;0.7742323901264299
bpic2011_f2;all_agg;XGB;2;-1;auc;0.7825108225108225
bpic2011_f2;all_agg;XGB;3;-1;auc;0.7712996223634522
bpic2011_f2;all_agg;XGB;4;-1;auc;0.7656608097784569
bpic2011_f2;all_agg;XGB;5;-1;auc;0.7617382617382618
bpic2011_f2;all_agg;XGB;6;-1;auc;0.7555696336184141
bpic2011_f2;all_agg;XGB;7;-1;auc;0.7549361207897792
bpic2011_f2;all_agg;XGB;8;-1;auc;0.8247289900182463
bpic2011_f2;all_agg;XGB;9;-1;auc;0.8806482773424922
bpic2011_f2;all_agg;XGB;10;-1;auc;0.9031877213695396
bpic2011_f2;all_agg;XGB;11;-1;auc;0.9109619194364957
bpic2011_f2;all_agg;XGB;12;-1;auc;0.9129429892141756
bpic2011_f2;all_agg;XGB;13;-1;auc;0.9158619158619159
bpic2011_f2;all_agg;XGB;14;-1;auc;0.9215063520871143
bpic2011_f2;all_agg;XGB;15;-1;auc;0.9210526315789473
bpic2011_f2;all_agg;XGB;16;-1;auc;0.9200317604355717
bpic2011_f2;all_agg;XGB;17;-1;auc;0.9235480943738658
bpic2011_f2;all_agg;XGB;18;-1;auc;0.9251361161524502
bpic2011_f2;all_agg;XGB;19;-1;auc;0.9295194508009152
bpic2011_f2;all_agg;XGB;20;-1;auc;0.9289473684210525
bpic2011_f2;all_agg;XGB;21;-1;auc;0.9290617848970251
bpic2011_f2;all_agg;XGB;22;-1;auc;0.9310941828254846
bpic2011_f2;all_agg;XGB;23;-1;auc;0.9313250230840258
bpic2011_f2;all_agg;XGB;24;-1;auc;0.9395321637426901
bpic2011_f2;all_agg;XGB;25;-1;auc;0.94046783625731
bpic2011_f2;all_agg;XGB;26;-1;auc;0.9405847953216374
bpic2011_f2;all_agg;XGB;27;-1;auc;0.9392822025565388
bpic2011_f2;all_agg;XGB;28;-1;auc;0.9444444444444444
bpic2011_f2;all_agg;XGB;29;-1;auc;0.9463383838383839
bpic2011_f2;all_agg;XGB;30;-1;auc;0.9434343434343434
bpic2011_f2;all_agg;XGB;31;-1;auc;0.9538625182821434
bpic2011_f2;all_agg;XGB;32;-1;auc;0.95638501503965
bpic2011_f2;all_agg;XGB;33;-1;auc;0.9561177815894798
bpic2011_f2;all_agg;XGB;34;-1;auc;0.9538461538461539
bpic2011_f2;all_agg;XGB;35;-1;auc;0.9544973544973545
bpic2011_f2;all_agg;XGB;36;-1;auc;0.9597557156279362
bpic2011_f2;all_agg;XGB;37;-1;auc;0.9610862725616823
bpic2011_f2;all_agg;XGB;38;-1;auc;0.9621947139511542
bpic2011_f2;all_agg;XGB;39;-1;auc;0.9629439890710383
bpic2011_f2;all_agg;XGB;40;-1;auc;0.9636270491803278
bpic2011_f2;all_agg;XGB;-1;auc;0.9058388460233916
