dataset;method;cls;nr_events;metric;score
bpic2011_f2;all_agg;XGB;1;-1;auc;0.8199879590608067
bpic2011_f2;all_agg;XGB;2;-1;auc;0.8290043290043291
bpic2011_f2;all_agg;XGB;3;-1;auc;0.8238003131620153
bpic2011_f2;all_agg;XGB;4;-1;auc;0.8248663101604279
bpic2011_f2;all_agg;XGB;5;-1;auc;0.8233766233766234
bpic2011_f2;all_agg;XGB;6;-1;auc;0.8155421813958399
bpic2011_f2;all_agg;XGB;7;-1;auc;0.8135360574384964
bpic2011_f2;all_agg;XGB;8;-1;auc;0.836106042717613
bpic2011_f2;all_agg;XGB;9;-1;auc;0.9213266072770205
bpic2011_f2;all_agg;XGB;10;-1;auc;0.9594290007513148
bpic2011_f2;all_agg;XGB;11;-1;auc;0.9634602685450142
bpic2011_f2;all_agg;XGB;12;-1;auc;0.9654413383226943
bpic2011_f2;all_agg;XGB;13;-1;auc;0.9762459762459763
bpic2011_f2;all_agg;XGB;14;-1;auc;0.9909255898366607
bpic2011_f2;all_agg;XGB;15;-1;auc;0.9919464609800362
bpic2011_f2;all_agg;XGB;16;-1;auc;0.992059891107078
bpic2011_f2;all_agg;XGB;17;-1;auc;0.9921733212341197
bpic2011_f2;all_agg;XGB;18;-1;auc;0.9937613430127041
bpic2011_f2;all_agg;XGB;19;-1;auc;0.99324942791762
bpic2011_f2;all_agg;XGB;20;-1;auc;0.993020594965675
bpic2011_f2;all_agg;XGB;21;-1;auc;0.9929061784897024
bpic2011_f2;all_agg;XGB;22;-1;auc;0.9922668513388735
bpic2011_f2;all_agg;XGB;23;-1;auc;0.9920360110803325
bpic2011_f2;all_agg;XGB;24;-1;auc;0.9966081871345028
bpic2011_f2;all_agg;XGB;25;-1;auc;0.9971929824561404
bpic2011_f2;all_agg;XGB;26;-1;auc;0.9970760233918129
bpic2011_f2;all_agg;XGB;27;-1;auc;0.9969272369714847
bpic2011_f2;all_agg;XGB;28;-1;auc;0.9976438492063492
bpic2011_f2;all_agg;XGB;29;-1;auc;0.9977272727272727
bpic2011_f2;all_agg;XGB;30;-1;auc;0.9977272727272728
bpic2011_f2;all_agg;XGB;31;-1;auc;0.9977396622789523
bpic2011_f2;all_agg;XGB;32;-1;auc;0.9974022422750888
bpic2011_f2;all_agg;XGB;33;-1;auc;0.997284162378502
bpic2011_f2;all_agg;XGB;34;-1;auc;0.9979487179487179
bpic2011_f2;all_agg;XGB;35;-1;auc;0.9978835978835978
bpic2011_f2;all_agg;XGB;36;-1;auc;0.9978077043532728
bpic2011_f2;all_agg;XGB;37;-1;auc;0.9976817353866534
bpic2011_f2;all_agg;XGB;38;-1;auc;0.9978253596520575
bpic2011_f2;all_agg;XGB;39;-1;auc;0.9972677595628415
bpic2011_f2;all_agg;XGB;40;-1;auc;0.9965846994535519
bpic2011_f2;all_agg;XGB;-1;auc;0.9634141152932972
