dataset;method;cls;nr_events;metric;score
bpic2015_2_f2;all_agg;XGB;1;-1;auc;0.6276923076923077
bpic2015_2_f2;all_agg;XGB;2;-1;auc;0.67136
bpic2015_2_f2;all_agg;XGB;3;-1;auc;0.6512
bpic2015_2_f2;all_agg;XGB;4;-1;auc;0.65984
bpic2015_2_f2;all_agg;XGB;5;-1;auc;0.64672
bpic2015_2_f2;all_agg;XGB;6;-1;auc;0.6576
bpic2015_2_f2;all_agg;XGB;7;-1;auc;0.664
bpic2015_2_f2;all_agg;XGB;8;-1;auc;0.6651612903225805
bpic2015_2_f2;all_agg;XGB;9;-1;auc;0.669032258064516
bpic2015_2_f2;all_agg;XGB;10;-1;auc;0.6716129032258065
bpic2015_2_f2;all_agg;XGB;11;-1;auc;0.7416129032258064
bpic2015_2_f2;all_agg;XGB;12;-1;auc;0.7816393442622951
bpic2015_2_f2;all_agg;XGB;13;-1;auc;0.7960330578512397
bpic2015_2_f2;all_agg;XGB;14;-1;auc;0.8433057851239669
bpic2015_2_f2;all_agg;XGB;15;-1;auc;0.8710743801652893
bpic2015_2_f2;all_agg;XGB;16;-1;auc;0.8925619834710744
bpic2015_2_f2;all_agg;XGB;17;-1;auc;0.9292561983471075
bpic2015_2_f2;all_agg;XGB;18;-1;auc;0.9444628099173553
bpic2015_2_f2;all_agg;XGB;19;-1;auc;0.9626666666666667
bpic2015_2_f2;all_agg;XGB;20;-1;auc;0.9565972222222221
bpic2015_2_f2;all_agg;XGB;21;-1;auc;0.9710144927536232
bpic2015_2_f2;all_agg;XGB;22;-1;auc;0.9715016441359152
bpic2015_2_f2;all_agg;XGB;23;-1;auc;0.9707709170624772
bpic2015_2_f2;all_agg;XGB;24;-1;auc;0.9711362805991962
bpic2015_2_f2;all_agg;XGB;25;-1;auc;0.9733284618195104
bpic2015_2_f2;all_agg;XGB;26;-1;auc;0.9751552795031055
bpic2015_2_f2;all_agg;XGB;27;-1;auc;0.9747899159663866
bpic2015_2_f2;all_agg;XGB;28;-1;auc;0.9733284618195104
bpic2015_2_f2;all_agg;XGB;29;-1;auc;0.9740591888929485
bpic2015_2_f2;all_agg;XGB;30;-1;auc;0.9773474607234197
bpic2015_2_f2;all_agg;XGB;31;-1;auc;0.978078187796858
bpic2015_2_f2;all_agg;XGB;32;-1;auc;0.9778924097273396
bpic2015_2_f2;all_agg;XGB;33;-1;auc;0.9775239498894621
bpic2015_2_f2;all_agg;XGB;34;-1;auc;0.9904200442151805
bpic2015_2_f2;all_agg;XGB;35;-1;auc;0.9893146647015475
bpic2015_2_f2;all_agg;XGB;36;-1;auc;0.9885777450257922
bpic2015_2_f2;all_agg;XGB;37;-1;auc;0.9907885040530582
bpic2015_2_f2;all_agg;XGB;38;-1;auc;0.9922623434045689
bpic2015_2_f2;all_agg;XGB;39;-1;auc;0.9915254237288136
bpic2015_2_f2;all_agg;XGB;40;-1;auc;0.9915254237288136
bpic2015_2_f2;all_agg;XGB;-1;auc;0.9022535823571582
