dataset;method;cls;nr_events;metric;score
bpic2015_4_f2;all_agg;XGB;1;-1;auc;0.7254125412541254
bpic2015_4_f2;all_agg;XGB;2;-1;auc;0.6987270155586986
bpic2015_4_f2;all_agg;XGB;3;-1;auc;0.6718528995756718
bpic2015_4_f2;all_agg;XGB;4;-1;auc;0.6810466760961811
bpic2015_4_f2;all_agg;XGB;5;-1;auc;0.6852899575671854
bpic2015_4_f2;all_agg;XGB;6;-1;auc;0.6831683168316831
bpic2015_4_f2;all_agg;XGB;7;-1;auc;0.6753889674681753
bpic2015_4_f2;all_agg;XGB;8;-1;auc;0.6789250353606789
bpic2015_4_f2;all_agg;XGB;9;-1;auc;0.6683168316831684
bpic2015_4_f2;all_agg;XGB;10;-1;auc;0.67
bpic2015_4_f2;all_agg;XGB;11;-1;auc;0.6721428571428572
bpic2015_4_f2;all_agg;XGB;12;-1;auc;0.6757142857142857
bpic2015_4_f2;all_agg;XGB;13;-1;auc;0.68
bpic2015_4_f2;all_agg;XGB;14;-1;auc;0.7270676691729323
bpic2015_4_f2;all_agg;XGB;15;-1;auc;0.8097744360902256
bpic2015_4_f2;all_agg;XGB;16;-1;auc;0.8632218844984803
bpic2015_4_f2;all_agg;XGB;17;-1;auc;0.9164133738601823
bpic2015_4_f2;all_agg;XGB;18;-1;auc;0.9774844720496894
bpic2015_4_f2;all_agg;XGB;19;-1;auc;0.9937888198757764
bpic2015_4_f2;all_agg;XGB;20;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;21;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;22;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;23;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;24;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;25;-1;auc;0.9990842490842491
bpic2015_4_f2;all_agg;XGB;26;-1;auc;0.9990476190476192
bpic2015_4_f2;all_agg;XGB;27;-1;auc;0.9971428571428572
bpic2015_4_f2;all_agg;XGB;28;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;29;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;30;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;31;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;32;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;33;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;34;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;35;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;36;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;37;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;38;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;39;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;40;-1;auc;1.0
bpic2015_4_f2;all_agg;XGB;-1;auc;0.8989436635268037
