dataset;level;method;cls;nr_events;metric;score
bpic2011_f4;25;all_embeddings;LSTM;1;-1;auc;0.8422924581682968
bpic2011_f4;25;all_embeddings;LSTM;2;-1;auc;0.8409053900016284
bpic2011_f4;25;all_embeddings;LSTM;3;-1;auc;0.8309380715965509
bpic2011_f4;25;all_embeddings;LSTM;4;-1;auc;0.8177781805001813
bpic2011_f4;25;all_embeddings;LSTM;5;-1;auc;0.8037516663492668
bpic2011_f4;25;all_embeddings;LSTM;6;-1;auc;0.8110132604514627
bpic2011_f4;25;all_embeddings;LSTM;7;-1;auc;0.7920842190505112
bpic2011_f4;25;all_embeddings;LSTM;8;-1;auc;0.8112565714874755
bpic2011_f4;25;all_embeddings;LSTM;9;-1;auc;0.8048654777857952
bpic2011_f4;25;all_embeddings;LSTM;10;-1;auc;0.7965158231110194
bpic2011_f4;25;all_embeddings;LSTM;11;-1;auc;0.8086707653169388
bpic2011_f4;25;all_embeddings;LSTM;12;-1;auc;0.8009327962688149
bpic2011_f4;25;all_embeddings;LSTM;13;-1;auc;0.7959336543606207
bpic2011_f4;25;all_embeddings;LSTM;14;-1;auc;0.8039707646994655
bpic2011_f4;25;all_embeddings;LSTM;15;-1;auc;0.8029889822188284
bpic2011_f4;25;all_embeddings;LSTM;16;-1;auc;0.8198974582742447
bpic2011_f4;25;all_embeddings;LSTM;17;-1;auc;0.8245881967928439
bpic2011_f4;25;all_embeddings;LSTM;18;-1;auc;0.8028464254192409
bpic2011_f4;25;all_embeddings;LSTM;19;-1;auc;0.7975713012477718
bpic2011_f4;25;all_embeddings;LSTM;20;-1;auc;0.8058155080213903
bpic2011_f4;25;all_embeddings;LSTM;21;-1;auc;0.7891042780748663
bpic2011_f4;25;all_embeddings;LSTM;22;-1;auc;0.7896039603960396
bpic2011_f4;25;all_embeddings;LSTM;23;-1;auc;0.7963546354635463
bpic2011_f4;25;all_embeddings;LSTM;24;-1;auc;0.8025
bpic2011_f4;25;all_embeddings;LSTM;25;-1;auc;0.7996590909090909
bpic2011_f4;25;all_embeddings;LSTM;26;-1;auc;0.7942045454545454
bpic2011_f4;25;all_embeddings;LSTM;27;-1;auc;0.8141571969696969
bpic2011_f4;25;all_embeddings;LSTM;28;-1;auc;0.813755980861244
bpic2011_f4;25;all_embeddings;LSTM;29;-1;auc;0.8179458657767891
bpic2011_f4;25;all_embeddings;LSTM;30;-1;auc;0.7984179953034235
bpic2011_f4;25;all_embeddings;LSTM;31;-1;auc;0.8065064018813692
bpic2011_f4;25;all_embeddings;LSTM;32;-1;auc;0.7959707950243374
bpic2011_f4;25;all_embeddings;LSTM;33;-1;auc;0.7967217708041467
bpic2011_f4;25;all_embeddings;LSTM;34;-1;auc;0.8332607116920842
bpic2011_f4;25;all_embeddings;LSTM;35;-1;auc;0.8473477998794455
bpic2011_f4;25;all_embeddings;LSTM;36;-1;auc;0.8280075187969924
bpic2011_f4;25;all_embeddings;LSTM;37;-1;auc;0.8215939153439153
bpic2011_f4;25;all_embeddings;LSTM;38;-1;auc;0.7867203219315895
bpic2011_f4;25;all_embeddings;LSTM;39;-1;auc;0.6840924775707384
bpic2011_f4;25;all_embeddings;LSTM;40;-1;auc;0.702208419599724
bpic2011_f4;25;all_embeddings;LSTM;-1;auc;0.680745765876148
