dataset;method;cls;nr_events;metric;score
bpic2015_1_f2;all_agg;XGB;1;-1;auc;0.6777510683760684
bpic2015_1_f2;all_agg;XGB;2;-1;auc;0.6444978632478632
bpic2015_1_f2;all_agg;XGB;3;-1;auc;0.6423611111111112
bpic2015_1_f2;all_agg;XGB;4;-1;auc;0.637160633484163
bpic2015_1_f2;all_agg;XGB;5;-1;auc;0.6334841628959277
bpic2015_1_f2;all_agg;XGB;6;-1;auc;0.6275452488687783
bpic2015_1_f2;all_agg;XGB;7;-1;auc;0.6320701357466063
bpic2015_1_f2;all_agg;XGB;8;-1;auc;0.6476244343891402
bpic2015_1_f2;all_agg;XGB;9;-1;auc;0.6513009049773756
bpic2015_1_f2;all_agg;XGB;10;-1;auc;0.6610508280982297
bpic2015_1_f2;all_agg;XGB;11;-1;auc;0.6473471741637831
bpic2015_1_f2;all_agg;XGB;12;-1;auc;0.6473529411764706
bpic2015_1_f2;all_agg;XGB;13;-1;auc;0.714795008912656
bpic2015_1_f2;all_agg;XGB;14;-1;auc;0.7988110137672091
bpic2015_1_f2;all_agg;XGB;15;-1;auc;0.8724424552429667
bpic2015_1_f2;all_agg;XGB;16;-1;auc;0.9149967679379445
bpic2015_1_f2;all_agg;XGB;17;-1;auc;0.923076923076923
bpic2015_1_f2;all_agg;XGB;18;-1;auc;0.9676140118968936
bpic2015_1_f2;all_agg;XGB;19;-1;auc;0.9779411764705882
bpic2015_1_f2;all_agg;XGB;20;-1;auc;0.9843260188087775
bpic2015_1_f2;all_agg;XGB;21;-1;auc;0.9871125043538836
bpic2015_1_f2;all_agg;XGB;22;-1;auc;0.9871125043538836
bpic2015_1_f2;all_agg;XGB;23;-1;auc;0.9874608150470219
bpic2015_1_f2;all_agg;XGB;24;-1;auc;0.9902473005921282
bpic2015_1_f2;all_agg;XGB;25;-1;auc;0.9916405433646813
bpic2015_1_f2;all_agg;XGB;26;-1;auc;0.9930959302325582
bpic2015_1_f2;all_agg;XGB;27;-1;auc;0.9910714285714285
bpic2015_1_f2;all_agg;XGB;28;-1;auc;0.9913403614457832
bpic2015_1_f2;all_agg;XGB;29;-1;auc;0.9917168674698795
bpic2015_1_f2;all_agg;XGB;30;-1;auc;0.9917168674698795
bpic2015_1_f2;all_agg;XGB;31;-1;auc;0.9939024390243902
bpic2015_1_f2;all_agg;XGB;32;-1;auc;0.9953125
bpic2015_1_f2;all_agg;XGB;33;-1;auc;0.9991621281943863
bpic2015_1_f2;all_agg;XGB;34;-1;auc;0.9990723562152133
bpic2015_1_f2;all_agg;XGB;35;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;36;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;37;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;38;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;39;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;40;-1;auc;1.0
bpic2015_1_f2;all_agg;XGB;-1;auc;0.9194024357274774
