dataset;method;cls;nr_events;metric;score
bpic2011_f3;all_agg;XGB;1;-1;auc;0.919396551724138
bpic2011_f3;all_agg;XGB;2;-1;auc;0.9500956197067663
bpic2011_f3;all_agg;XGB;3;-1;auc;0.9401796651694568
bpic2011_f3;all_agg;XGB;4;-1;auc;0.9392617806616317
bpic2011_f3;all_agg;XGB;5;-1;auc;0.9451853526220615
bpic2011_f3;all_agg;XGB;6;-1;auc;0.9404460518384569
bpic2011_f3;all_agg;XGB;7;-1;auc;0.9401168451801363
bpic2011_f3;all_agg;XGB;8;-1;auc;0.9546309061285875
bpic2011_f3;all_agg;XGB;9;-1;auc;0.981701967665121
bpic2011_f3;all_agg;XGB;10;-1;auc;0.998120065171074
bpic2011_f3;all_agg;XGB;11;-1;auc;0.9994885564505818
bpic2011_f3;all_agg;XGB;12;-1;auc;0.9996164173379364
bpic2011_f3;all_agg;XGB;13;-1;auc;0.9996164173379364
bpic2011_f3;all_agg;XGB;14;-1;auc;0.9994780112227587
bpic2011_f3;all_agg;XGB;15;-1;auc;0.9994780112227587
bpic2011_f3;all_agg;XGB;16;-1;auc;0.9994713190589479
bpic2011_f3;all_agg;XGB;17;-1;auc;0.9994713190589479
bpic2011_f3;all_agg;XGB;18;-1;auc;0.9994713190589479
bpic2011_f3;all_agg;XGB;19;-1;auc;0.9995888157894737
bpic2011_f3;all_agg;XGB;20;-1;auc;0.9995777027027027
bpic2011_f3;all_agg;XGB;21;-1;auc;0.9995471014492754
bpic2011_f3;all_agg;XGB;22;-1;auc;0.9992822966507178
bpic2011_f3;all_agg;XGB;23;-1;auc;0.9986270022883296
bpic2011_f3;all_agg;XGB;24;-1;auc;0.9983633387888706
bpic2011_f3;all_agg;XGB;25;-1;auc;0.9973404255319148
bpic2011_f3;all_agg;XGB;26;-1;auc;0.9984802431610943
bpic2011_f3;all_agg;XGB;27;-1;auc;1.0
bpic2011_f3;all_agg;XGB;28;-1;auc;1.0
bpic2011_f3;all_agg;XGB;29;-1;auc;1.0
bpic2011_f3;all_agg;XGB;30;-1;auc;1.0
bpic2011_f3;all_agg;XGB;31;-1;auc;1.0
bpic2011_f3;all_agg;XGB;-1;auc;0.9891652015524737
