dataset;level;method;cls;nr_events;metric;score
bpic2011_f2;50;all_embeddings;LSTM;1;-1;auc;0.7228003784295175
bpic2011_f2;50;all_embeddings;LSTM;2;-1;auc;0.7435497835497835
bpic2011_f2;50;all_embeddings;LSTM;3;-1;auc;0.7383255042829512
bpic2011_f2;50;all_embeddings;LSTM;4;-1;auc;0.7435064935064936
bpic2011_f2;50;all_embeddings;LSTM;5;-1;auc;0.748051948051948
bpic2011_f2;50;all_embeddings;LSTM;6;-1;auc;0.762010347376201
bpic2011_f2;50;all_embeddings;LSTM;7;-1;auc;0.7604265653046142
bpic2011_f2;50;all_embeddings;LSTM;8;-1;auc;0.8086293871417838
bpic2011_f2;50;all_embeddings;LSTM;9;-1;auc;0.8254803048191478
bpic2011_f2;50;all_embeddings;LSTM;10;-1;auc;0.8353547279167114
bpic2011_f2;50;all_embeddings;LSTM;11;-1;auc;0.8516398855381906
bpic2011_f2;50;all_embeddings;LSTM;12;-1;auc;0.8411842394893242
bpic2011_f2;50;all_embeddings;LSTM;13;-1;auc;0.8322788322788324
bpic2011_f2;50;all_embeddings;LSTM;14;-1;auc;0.835412885662432
bpic2011_f2;50;all_embeddings;LSTM;15;-1;auc;0.8320099818511796
bpic2011_f2;50;all_embeddings;LSTM;16;-1;auc;0.8313294010889292
bpic2011_f2;50;all_embeddings;LSTM;17;-1;auc;0.8232758620689655
bpic2011_f2;50;all_embeddings;LSTM;18;-1;auc;0.8185117967332123
bpic2011_f2;50;all_embeddings;LSTM;19;-1;auc;0.8069794050343249
bpic2011_f2;50;all_embeddings;LSTM;20;-1;auc;0.8030892448512585
bpic2011_f2;50;all_embeddings;LSTM;21;-1;auc;0.793020594965675
bpic2011_f2;50;all_embeddings;LSTM;22;-1;auc;0.7961680517082179
bpic2011_f2;50;all_embeddings;LSTM;23;-1;auc;0.8013619575253924
bpic2011_f2;50;all_embeddings;LSTM;24;-1;auc;0.8016374269005848
bpic2011_f2;50;all_embeddings;LSTM;25;-1;auc;0.7994152046783627
bpic2011_f2;50;all_embeddings;LSTM;26;-1;auc;0.7964912280701755
bpic2011_f2;50;all_embeddings;LSTM;27;-1;auc;0.7930186823992134
bpic2011_f2;50;all_embeddings;LSTM;28;-1;auc;0.7960069444444444
bpic2011_f2;50;all_embeddings;LSTM;29;-1;auc;0.8026515151515151
bpic2011_f2;50;all_embeddings;LSTM;30;-1;auc;0.7999368686868689
bpic2011_f2;50;all_embeddings;LSTM;31;-1;auc;0.8033506182688473
bpic2011_f2;50;all_embeddings;LSTM;32;-1;auc;0.7972381733661472
bpic2011_f2;50;all_embeddings;LSTM;33;-1;auc;0.7954545454545455
bpic2011_f2;50;all_embeddings;LSTM;34;-1;auc;0.7885714285714285
bpic2011_f2;50;all_embeddings;LSTM;35;-1;auc;0.7863945578231293
bpic2011_f2;50;all_embeddings;LSTM;36;-1;auc;0.7834325086125901
bpic2011_f2;50;all_embeddings;LSTM;37;-1;auc;0.8031130981950654
bpic2011_f2;50;all_embeddings;LSTM;38;-1;auc;0.8001003680160589
bpic2011_f2;50;all_embeddings;LSTM;39;-1;auc;0.8097677595628415
bpic2011_f2;50;all_embeddings;LSTM;40;-1;auc;0.8084016393442622
bpic2011_f2;50;all_embeddings;LSTM;-1;auc;0.7836179341110001
