dataset;level;method;cls;nr_events;metric;score
bpic2015_3_f2;50;all_embeddings;LSTM;1;-1;auc;0.613515337883447
bpic2015_3_f2;50;all_embeddings;LSTM;2;-1;auc;0.6273906847671192
bpic2015_3_f2;50;all_embeddings;LSTM;3;-1;auc;0.6165904147603689
bpic2015_3_f2;50;all_embeddings;LSTM;4;-1;auc;0.5873396834920873
bpic2015_3_f2;50;all_embeddings;LSTM;5;-1;auc;0.583599817268159
bpic2015_3_f2;50;all_embeddings;LSTM;6;-1;auc;0.6228191000918274
bpic2015_3_f2;50;all_embeddings;LSTM;7;-1;auc;0.587294262421166
bpic2015_3_f2;50;all_embeddings;LSTM;8;-1;auc;0.5775058275058276
bpic2015_3_f2;50;all_embeddings;LSTM;9;-1;auc;0.6074203574203575
bpic2015_3_f2;50;all_embeddings;LSTM;10;-1;auc;0.52874101843174
bpic2015_3_f2;50;all_embeddings;LSTM;11;-1;auc;0.5197921624623195
bpic2015_3_f2;50;all_embeddings;LSTM;12;-1;auc;0.5691734094875456
bpic2015_3_f2;50;all_embeddings;LSTM;13;-1;auc;0.6471521497699508
bpic2015_3_f2;50;all_embeddings;LSTM;14;-1;auc;0.6289473684210527
bpic2015_3_f2;50;all_embeddings;LSTM;15;-1;auc;0.6939233605900272
bpic2015_3_f2;50;all_embeddings;LSTM;16;-1;auc;0.624098124098124
bpic2015_3_f2;50;all_embeddings;LSTM;17;-1;auc;0.710918710918711
bpic2015_3_f2;50;all_embeddings;LSTM;18;-1;auc;0.7392977392977392
bpic2015_3_f2;50;all_embeddings;LSTM;19;-1;auc;0.8689273689273689
bpic2015_3_f2;50;all_embeddings;LSTM;20;-1;auc;0.8401475068141736
bpic2015_3_f2;50;all_embeddings;LSTM;21;-1;auc;0.7847356544165055
bpic2015_3_f2;50;all_embeddings;LSTM;22;-1;auc;0.7968246292714378
bpic2015_3_f2;50;all_embeddings;LSTM;23;-1;auc;0.7788040836169178
bpic2015_3_f2;50;all_embeddings;LSTM;24;-1;auc;0.8026208026208026
bpic2015_3_f2;50;all_embeddings;LSTM;25;-1;auc;0.7938963210702342
bpic2015_3_f2;50;all_embeddings;LSTM;26;-1;auc;0.802257525083612
bpic2015_3_f2;50;all_embeddings;LSTM;27;-1;auc;0.8147120638923918
bpic2015_3_f2;50;all_embeddings;LSTM;28;-1;auc;0.7603312841530054
bpic2015_3_f2;50;all_embeddings;LSTM;29;-1;auc;0.7676294561540463
bpic2015_3_f2;50;all_embeddings;LSTM;30;-1;auc;0.7613814756671899
bpic2015_3_f2;50;all_embeddings;LSTM;31;-1;auc;0.759098482855389
bpic2015_3_f2;50;all_embeddings;LSTM;32;-1;auc;0.7765432098765431
bpic2015_3_f2;50;all_embeddings;LSTM;33;-1;auc;0.7483333333333334
bpic2015_3_f2;50;all_embeddings;LSTM;34;-1;auc;0.6988888888888889
bpic2015_3_f2;50;all_embeddings;LSTM;35;-1;auc;0.6949074074074074
bpic2015_3_f2;50;all_embeddings;LSTM;36;-1;auc;0.7032407407407408
bpic2015_3_f2;50;all_embeddings;LSTM;37;-1;auc;0.7841130604288499
bpic2015_3_f2;50;all_embeddings;LSTM;38;-1;auc;0.7867139959432049
bpic2015_3_f2;50;all_embeddings;LSTM;39;-1;auc;0.8140243902439025
bpic2015_3_f2;50;all_embeddings;LSTM;40;-1;auc;0.8455634987384357
bpic2015_3_f2;50;all_embeddings;LSTM;-1;auc;0.6947103860263696
